Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,fuel_flow_corrected
0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.7712224601322026,34610D,275.7814,10.653723,-4.202705,162.2407677600595,73616.68434015602,0.2803155616188609,1.1074404369566888,66.44642621740132,111321.5665753414,2738.10990067777,2023-02-06 03:01:00,0.0065429748911861,0.6225043576468452,0.8645709613686444,0.5537202184783444,1.0,0.0171845807091611,0.0004483575210544,9.723893088263665e-05,3.6133422987757153e-05,1452237494852933.5,209.9042604207708,82.19422923092544,0.0797357114608815,0.001627259417569,0.001328928524348,1.1418539741682514,0.0297917549417592,0.0064611794463521,0.0024009368245381,9.649599155188918e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.86296030073758,3.7102233452511655,0.4873429635754644,55.660783287670704,17.184580709161104,36.13342298775715,1452237494852933.5,32.7175339121597,885.679622812492,1341.45627485699,0.654297489119,0.0216721638043128,0.553412182159482,55.6606516393751,25.5356219691064,25.369629122757495,15.278962782009934,0.9611456835687998,1.937274238586868,846677582374944.6,19.16994654559009,1.0465094783024105
1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.7710208750914616,34610D,271.98062,12.88418,-6.2638745,172.4874976124096,73550.23791393862,0.2738187899948301,1.044710197356089,62.68261184136534,115479.29240509868,3125.2628258583054,2023-02-06 03:02:00,0.0054317410615875,0.5609564736871223,0.8829594828317089,0.5223550986780445,1.0,0.017029198492415,0.0004762695627389,0.0001032924416741,3.628235539e-05,1450000000000000.0,198.0143708068731,77.53839084776894,0.0752191342096384,0.0015350843716252,0.0012536522368273,1.0674346390696172,0.0298538201330209,0.0064746400276068,0.0022742727996018,9.088978716997974e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.66731852566339,3.1324065151191656,0.5217300658129955,57.73964620254934,17.029198492415063,36.28235538999999,1450000000000000.0,33.6843468277722,918.531983935494,1449.66594122882,0.543174106159,0.0237061390745232,0.61339411844695,57.7396041400369,25.8749059270541,25.73511942216388,12.714893474289756,1.0527125154389767,3.2024773015269976,786073339688565.5,19.678939469444774,1.095451509249809
2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.7708142557553138,34610D,267.40515,13.373871,-5.0450635,182.27296921307075,73487.55530209726,0.2989916755424062,0.9803392809677198,58.82035685806319,86209.07466768852,1819.804994371937,2023-02-06 03:03:00,0.0036157075167525,0.4971884686406126,0.7668215568446131,0.4901696404838599,1.0,0.0170454619283858,0.0005093238815215,0.0001104611997935,3.628235539e-05,1450000000000000.0,185.8135073146216,72.76078143342417,0.0705844282296758,0.0014404985352995,0.0011764071371612,1.0026201534381862,0.0299586124674332,0.0064973671908291,0.0021341410916908,8.528951744419163e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.56662124522385,3.010630299753019,0.5560253282335649,43.104537333844256,17.04546192838586,36.28235538999999,1450000000000000.0,27.228810004302,870.484217459207,1320.4300297039,0.361570751675,0.0208626122506096,0.450633506710711,43.1051157352483,21.6000518677878,21.522233765385,14.35003650561166,0.9175047531402724,2.024778523532068,725190857587715.2,14.574993465762743,0.9223883373502312
3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.7705844861891551,34610D,263.8185,12.31933,-2.972211,192.424376933814,73428.7349452392,0.3086604693771824,0.9532252360826216,57.1935141649573,77856.8889975954,1700.6210001373302,2023-02-06 03:04:00,0.0026700284413178,0.4629524664715891,0.720724085443584,0.4766126180413108,1.0,0.0171114331381824,0.0005238965549895,0.0001136216936441,3.628235539e-05,1450000000000000.0,180.6743112471001,70.74837702205218,0.0686322169979487,0.001400657489754,0.0011438702832991,0.978662993571358,0.0299634850387646,0.0064984239448806,0.0020751154069359,8.293059553918808e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.96248600382908,3.0884024667434096,0.5909689369099991,38.928444498797695,17.11143313818246,36.28235538999999,1450000000000000.0,25.6797309225128,861.588138088117,1282.1756145903,0.267002844132,0.0201758242772148,0.412545615984087,38.9284071460693,20.447522258111,20.39307217539685,15.411373639177572,0.8907877784035602,1.720310192184726,687801411996771.6,12.80097493952712,0.8727969508079189
4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.7707153613811495,34610D,260.54376,11.7005625,-1.7012408,198.92219306613805,73371.54143107423,0.3026853043736229,0.9289319867748016,55.73591920648809,81025.58807929182,1874.5206081616432,2023-02-06 03:05:00,0.0019054482261947,0.4327152378881695,0.6443785707359995,0.4644659933874007,1.0,0.01712322192738,0.0005385987657546,0.0001168102812985,3.628235539e-05,1450000000000000.0,176.06976877329586,68.94533205842578,0.0668831030477857,0.0013649612866895,0.0011147183841297,0.95437851389922,0.0300192972928129,0.0065105284009429,0.0020222304286381,8.081708284940773e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.435703449374923,3.026416342517585,0.6147522279927636,40.51279403964591,17.123221927380058,36.28235538999999,1450000000000000.0,26.5409445824232,880.645680064789,1328.79634266799,0.190544822619,0.0212186765618749,0.442509254542113,40.5131927855903,20.85470567647,20.815043688395782,14.730107591852512,0.9467082153737252,2.069658378889235,646282945342914.1,14.078415357325971,0.9123544400216098
5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.7712663087218934,34610D,257.06372,11.477596,-0.9754995,206.17512003334969,73315.80551186774,0.3024409585701832,0.9005439789703622,54.032638738221735,78339.9058371027,1729.3571810788176,2023-02-06 03:06:00,0.0012944734985126,0.4012788685142464,0.5588054513098808,0.4502719894851811,1.0,0.0170434424874567,0.0005564225446597,0.0001206758687452,3.628235539e-05,1450000000000000.0,170.68910577404245,66.83837411918029,0.064839166485866,0.0013232482956299,0.0010806527747644,0.9209021707804084,0.0300649783414043,0.0065204356203338,0.0019604314013596,7.834732617042152e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,20.46569396882008,3.043361796851704,0.6414651588177998,39.16995291855135,17.043442487456723,36.28235539,1450000000000000.0,25.9763438320835,885.169964505677,1330.04502210222,0.129447349851,0.0214086358736515,0.434461449990055,39.1703056369972,20.2937474650015,20.26751170821442,15.145409055787908,0.9596930839990384,2.024281654865582,604808993560136.2,13.641060930442723,0.9072980471229516
6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.7717910195957159,34610D,253.72362,12.24984,-0.77414685,214.2471808835882,73261.77287312952,0.2946321176022044,0.8751941538345275,52.51164923007165,79074.58844844626,2022.1273598370533,2023-02-06 03:07:00,0.000847249141077,0.3739586563801814,0.467041257819569,0.4375970769172637,1.0,0.0169434518560115,0.0005726591439031,0.0001241972316698,3.628235539e-05,1450000000000000.0,165.8842999177963,64.95691009759864,0.0630139790760859,0.0012859995729813,0.0010502329846014,0.8897286006094873,0.0300712760930368,0.0065218014647926,0.0019052463194804,7.614189138360389e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.13358235986981,2.8538264427603446,0.6709526784383653,39.53729422422313,16.943451856011595,36.28235538999999,1450000000000000.0,26.3463225658296,904.422306465654,1384.08644139732,0.0847249141077,0.0225296364499383,0.458464172185729,39.5378534496571,20.3493817223573,20.332155321225148,14.120750105107383,1.0143902578935586,2.530316149107434,563168751444057.5,14.098638398220196,0.9373541259557666
7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.7723121685985996,34610D,249.65881,12.007068,-0.45478413,219.6318003559151,73209.26122389945,0.3027829302005606,0.850676574380387,51.04059446282322,71517.52094213082,1780.0636227655878,2023-02-06 03:08:00,0.0004636947326445,0.3439455476608665,0.3488852666589122,0.4253382871901935,1.0,0.0167961461714551,0.0005913036584112,0.0001282408187012,3.628235539e-05,1450000000000000.0,161.23723790805855,63.13721535051233,0.0612487133553878,0.0012499737419466,0.0010208118892564,0.8572852852755446,0.0301804902333519,0.0065454876209131,0.001851872987617,7.400886197109366e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,18.31492666746925,2.73874646509591,0.6933922361540039,35.758760471065415,16.796146171455177,36.28235539,1449999999999999.8,24.378556066054,890.036115537097,1351.19044113242,0.0463694732645,0.0217989459299669,0.414278568967551,35.7588900888576,19.0045229846662,18.995714771783707,14.46407629819558,0.9736057938271372,2.2324893259963825,550460761486175.1,12.87808313019498,0.8760969023074706
8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.772833411940699,34610D,245.46204,11.448454,-0.20785995,222.9290681899257,73158.22062943663,0.3022879486376869,0.8379637050125825,50.27782230075496,67743.6147631629,1562.8286229107057,2023-02-06 03:09:00,0.0002951364119875,0.319132970959831,0.3140033566559261,0.4189818525062913,1.0,0.0166787897567302,0.0006035073151287,0.0001308875246811,3.628235539e-05,1450000000000000.0,158.8276406480849,62.19366618603389,0.0603333867609059,0.0012312936073654,0.001005556446015,0.8385732275805332,0.0303430335472498,0.0065807397073025,0.0018241978169512,7.290284233609469e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.45604503434559,2.613254840652908,0.7097930687330692,33.87180738158145,16.678789756730204,36.28235539,1450000000000000.0,23.2823394253518,885.580458379839,1346.78764012534,0.0295136411988,0.0217132608544167,0.395024032524722,33.8717718832187,18.1927548871302,18.187387126950124,14.39801430823838,0.9608630506551769,2.187783969305151,538003410535106.8,12.172018829677748,0.8468874871342835
9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.7733567663106826,34610D,241.56502,11.252009,0.17934483,226.5632958050004,73107.94280713587,0.3067197253769187,0.8287907105888979,49.72744263533387,63116.69658792875,1346.766639836382,2023-02-06 03:10:00,0.0001856630337762,0.2985023293677357,0.2768363435566872,0.4143953552944489,1.0,0.0165856936468102,0.0006128454815834,0.0001329127685541,3.628235539e-05,1450000000000000.0,157.0889912850197,61.512846539908,0.0596729311624006,0.0012178149216816,0.0009945488527066,0.8247641293889785,0.0304752385297642,0.006609412073781,0.001804228746331,7.210479182123411e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.990756700811392,2.545458949686483,0.7271595973503288,31.55834829396437,16.585693646810256,36.28235539,1450000000000000.0,22.0365354091012,874.531557694885,1322.23915684465,0.0185663033776,0.0211952227211902,0.36736164822815,31.5584426792714,17.332285348475,17.329067981141108,14.707521026485969,0.9291654889030868,1.9783726819481893,537628812310286.56,11.163003485836873,0.8037948312721074
