,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6490047941039296,34610D,277.1866,1.7046545,1.8037102,156.53565459652302,75373.57656163623,0.3032517279010473,1.427926942255774,65.4043522430245,119.0357567328982,2750.788848222167,0.002393552349479,62250.43576468452,0.2825129276263945,0.5450362686918708,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4690124109776915,59.51808336384983,18.438954361535146,35.904410332139605,1455678080182145.0,26.655722143504,873.307019204165,1804.29798279067,0.239355234948,0.0292384972017229,0.713963471127887,59.5178783664491,24.4186103752903,24.360302715491617,0.2393552349479,1.1803235833294257,843373031818209.2,23.3165606450306,1461677157971623.2,0.02290512400318789,2.111340762413862e-05,3.16,35.8,2023-05-05 13:01:00,0.002393552349479009,0.2825137732574511,0.0,0,622.5043576468452,0.002393552349479009,1.7046545,1.8037102,0.2825137732574511,0.091328725,0.0,0.7823707642825121,867.5581061082412,9537.146941901803,-0.4305476864931945,-0.9025678310550171,4.144858570677884,241.4062641279515,0.29371292724536496,inf,0.0,232.19350067294857,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.9999999999999999,-7.564036719949265e-13,5.886211e-12,2.3646828e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128194e-14,5.129807019122606e-12,1048.7048007842525,1.0066787776937937e-11,2.025097412922677e-13,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.0,-7.564036719949265e-13,5.886211e-12,2.3646828e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128194e-14,5.129807019122606e-12,1048.7048007842525,1.0066787776937937e-11,2.025097412922677e-13,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.6499066410151333,34610D,273.11185,6.920827,-0.37730023,169.258687966937,75308.1722093932,0.31269585852475534,1.51919825849533,61.83985882432752,120.7722206887072,3126.9482964624403,0.000955467533786,56095.647368712234,0.1414433666865893,0.515332156869396,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5109023628965224,60.38568544625079,18.414349230811133,36.28235539,1450000000000000.0,27.2443157817518,896.114079948403,1874.26716744376,0.0955467533786,0.0310826755129348,0.759599129247665,60.3861103443536,24.438022683458,24.41469523481386,0.0955467533786,1.280988266118677,783567793394044.5,21.51847262377442,1359284133152223.8,0.025937196430771765,1.9616214413933667e-05,3.16,35.8,2023-05-05 13:02:00,0.000955467533786088,0.14144340433196304,0.0,1,560.9564736871223,0.000955467533786088,6.920827,-0.37730023,0.14144340433196304,0.10482597,0.0,0.7155353083810551,868.7633538691877,9596.215333846398,-0.42451417959346743,-0.9054212894139861,3.7816862429031315,240.34745004788041,0.14137747369895665,inf,0.0,230.56095824760845,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.9999999999999999,-7.160925111404082e-13,5.0590977e-12,2.2250756e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,1.0267839896453168e-11,2.1545391237841451e-13,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.0,-7.160925111404082e-13,5.0590977e-12,2.2250756e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,1.0267839896453168e-11,2.1545391237841451e-13,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6507988564104825,34610D,266.56476,8.265025,2.4767306,180.5620890162133,75246.33235056887,0.3321921245428095,1.073725563514024,59.585568076108416,85.003634125137,1811.771026336788,0.0007190825264306,49718.84686406126,0.1639659360344061,0.4965464006342368,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5516738568874565,42.50181636785539,18.103650646624114,36.28235539,1450000000000000.0,21.0595361328189,840.074694043541,1717.46518553032,0.0719082526431,0.0270456939714035,0.536862781757012,42.5018170625685,19.850212840708,19.83594915627456,0.07190825264306,1.0241071499986576,752536235653201.1,19.46171788275191,1242879656446849.5,0.019544497800304764,1.883935541669738e-05,3.16,35.8,2023-05-05 13:03:00,0.0007190825264306263,0.16396604038668283,0.0,2,497.18846864061265,0.0007190825264306263,8.265025,2.4767306,0.16396604038668283,0.11368202,0.0,0.6497716536975886,869.9557258730541,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.44894536837971,239.29513914614813,0.15377977347319272,inf,0.0,229.65719154910826,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,1.0,-6.704226473804365e-13,4.0850036e-12,2.2373602e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.4145809941555715e-12,1047.5955573625533,4.299386393734404e-12,1.522766183980097e-13,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,0.0,-6.704226473804365e-13,4.0850036e-12,2.2373602e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.4145809941555715e-12,1047.5955573625533,4.299386393734404e-12,1.522766183980097e-13,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.6516526416741869,34610D,262.31366,8.067878,4.1398067,188.38882632056269,75186.74678249277,0.341005576523302,1.01805567473082,58.59756218593222,79.2974658474204,1689.5456816052306,0.0008414227798122,46295.246647158914,0.2596174466563819,0.4883130182161018,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.580232296963904,39.64879815130575,17.88440413479253,36.28235538999999,1450000000000000.0,20.1112271833259,833.337584243304,1702.83932318097,0.0841422779812,0.0267278654020175,0.50902783736541,39.6487329237102,19.0448369036978,19.028825616351128,0.08414227798122,0.9921168225362212,751042479168105.8,18.450637510203784,1184342707695940.2,0.018798891177077226,1.8429552975204156e-05,3.16,35.8,2023-05-05 13:04:00,0.0008414227798122462,0.2596173373318746,0.0,3,462.95246647158916,0.0008414227798122462,8.067878,4.1398067,0.2596173373318746,0.11898935,0.0,0.6148340965296608,871.0967255809045,10648.381250946317,-0.028444387257436043,-0.9995953765567092,3.2547472198845857,238.6386763215549,0.23356686707386332,inf,0.0,229.397122863245,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,1.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.911119071857969e-14,2.9337799051328205e-12,1047.0261093052704,3.3688567380810855e-12,1.443814702348647e-13,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,0.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.911119071857969e-14,2.9337799051328205e-12,1047.0261093052704,3.3688567380810855e-12,1.443814702348647e-13,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6527306236761584,34610D,258.6337,9.085518,3.6289144,194.73043621465763,75128.14922030683,0.34529582644579115,1.133497834847266,57.46652836537191,86.488751131612,1859.7823627024063,0.0009816234221072,43271.52378881695,0.3951791923965437,0.4788877363780992,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6040160411952841,43.24487979259893,17.639295451997015,36.28235538999999,1450000000000000.0,21.4616045804671,853.910542909965,1769.18147659254,0.0981623422107,0.0284929926502359,0.566748917423633,43.244375565806,19.89081752067,19.87131137599534,0.09816234221072,1.0896439374666906,737469032119506.9,17.478278358827865,1128503196277629.0,0.02058932814829555,1.8462155769612484e-05,3.16,35.8,2023-05-05 13:05:00,0.0009816234221072247,0.3951794595325109,0.0,4,432.7152378881695,0.0009816234221072247,9.085518,3.6289144,0.3951794595325109,0.1152056,0.0,0.5828536559315982,872.5374194165812,11699.443548113244,0.3434220995131197,-0.939181165465961,3.062472231814902,237.95363892473242,0.34290364736762163,inf,0.0,229.2755708162588,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.9999999999999998,-6.188524585984147e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4214408304330895e-14,2.5569554495403734e-12,1046.9854205923448,3.5804472679097687e-12,1.607535697363072e-13,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.0,-6.188524585984147e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4214408304330895e-14,2.5569554495403734e-12,1046.9854205923448,3.5804472679097687e-12,1.607535697363072e-13,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6541786255100406,34610D,254.90411,11.103366,1.6799439,205.0205725039188,75070.68269194147,0.35496848046407636,1.08926672927236,55.80574486438289,81.1536442823756,1714.1997799369333,0.0011375110260422,40127.886851424635,0.6013981544658692,0.4650478738698574,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.640569492629372,40.57696968970768,17.333969781408488,36.28235538999999,1450000000000000.0,20.6490870637007,851.289652901658,1764.98241061976,0.113751102604,0.0284234908558238,0.54463336463618,40.5768221411878,19.1613819498385,19.13961043193802,0.11375110260422,1.0770990214193183,717492524856106.2,16.69415309318948,1080951998822212.2,0.02011514831896388,1.7962054242949418e-05,3.16,35.8,2023-05-05 13:06:00,0.0011375110260422262,0.6013982968641162,0.0,5,401.2788685142464,0.0011375110260422262,11.103366,1.6799439,0.6013982968641162,0.10422747,0.0,0.5484182531151781,874.4727359719898,12108.452584480177,0.3185508831008655,-0.947905762655581,2.8829610538587,237.27882545862997,0.5030162455878203,inf,0.0,229.51424509510647,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,1.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,2.8974916530907678e-12,1.5448067895878953e-13,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,0.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,2.8974916530907678e-12,1.5448067895878953e-13,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6555713677866363,34610D,251.40631,13.057115,1.4573689,214.3572514736332,75014.8769470771,0.3582207163694053,1.155394030548728,54.32459743694066,83.0852778265244,2000.6743305700727,0.0007454837690602,37395.86563801814,0.5138512531365068,0.4527049786411722,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6743840383811972,41.54264097360682,17.235202227861258,36.28235539,1450000000000000.0,21.1566894879789,867.996731373843,1820.92211527374,0.074548376906,0.0299449581726493,0.577697015274364,41.5426389132622,19.2919626717667,19.27759154016693,0.07454837690602,1.1555276573075144,697229973097496.8,16.01086953660894,1039198766747007.4,0.02161622948786443,1.745479174030285e-05,3.16,35.8,2023-05-05 13:07:00,0.0007454837690602662,0.5138513067902707,0.0,6,373.9586563801814,0.0007454837690602662,13.057115,1.4573689,0.5138513067902707,0.09350168,0.0,0.5181909998822664,876.3341830624164,12362.382706523455,0.31537134201562644,-0.948968343326195,2.699383471534819,236.54913592976905,0.41520023308418813,inf,0.0,228.3508968373619,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,1.0,-5.6656321162553e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.625339170350609e-14,1.9445033224771164e-12,1048.0583532749956,2.9138688562051625e-12,1.6385890572764506e-13,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,0.0,-5.6656321162553e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.625339170350609e-14,1.9445033224771164e-12,1048.0583532749956,2.9138688562051625e-12,1.6385890572764506e-13,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6569455727225028,34610D,246.63568,14.880134,0.41456553,222.1148641326836,74960.55234964014,0.3675305168759728,1.068441013486804,53.27804890688225,76.0760178853616,1758.804176464106,0.0005380082491685,34394.55476608665,0.5475447853321761,0.4439837408906854,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7055160181605026,38.03876525615252,17.11301562578194,36.28235538999999,1450000000000000.0,19.8231285920186,856.195790039445,1793.9082932779,0.0538008249169,0.0293024209093412,0.534220506743402,38.0380089426808,18.2312754429481,18.22147214062445,0.05380082491685,1.10063481006458,690998077243121.1,15.053654617915804,983011501205715.6,0.020442494515680767,1.7298779450982964e-05,3.16,35.8,2023-05-05 13:08:00,0.0005380082491685099,0.5475450104159757,0.0,7,343.9455476608665,0.0005380082491685099,14.880134,0.41456553,0.5475450104159757,0.08192064,0.0,0.48582094665689873,878.1708491227055,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.5188315631715876,235.78733171853827,0.4220322739202231,inf,0.0,227.6848171950787,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,1.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,2.2018864852756475e-12,1.5152715928550938e-13,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,0.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,2.2018864852756475e-12,1.5152715928550938e-13,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6583109617375502,34610D,242.57191,17.084955,-0.600263,228.42353112260776,74907.27430073326,0.37559686013737875,0.987304439416498,52.26270534975004,69.8575967351654,1544.9439719865893,0.0003494270348176,31913.2970959831,0.5011452382377362,0.4355225445812503,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7316068869760579,34.92915396368227,16.990409495354736,36.28235539,1450000000000000.0,18.5878056965753,844.331937684537,1765.34804131786,0.0349427034818,0.0286132954165433,0.493652219708249,34.9287983675827,17.2525468500505,17.246520449548893,0.03494270348176,1.0441367124113652,692357813436543.6,14.21452613721678,933900601321744.2,0.019266813577217448,1.733281974327347e-05,3.16,35.8,2023-05-05 13:09:00,0.00034942703481764744,0.501145886511455,0.0,8,319.1329709598311,0.00034942703481764744,17.084955,-0.600263,0.501145886511455,0.07084483,0.0,0.4583250729666214,879.99572926499,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.3669276973307207,235.1080227308632,0.37103521058742794,inf,0.0,226.80017385323458,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.9999999999999999,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962975e-12,1049.128693942378,1.7424985902320783e-12,1.4002030544159932e-13,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962975e-12,1049.128693942378,1.7424985902320783e-12,1.4002030544159932e-13,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6596645996796688,34610D,238.88168,17.745905,-0.9438317,233.09405865836152,74855.01159538352,0.38217529300562614,0.90384939649688,51.49898138603861,63.7688983712606,1331.584692548794,0.0002346545809169,29850.23293677357,0.4657737467361155,0.4291581782169884,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.752310244879909,31.884038299491287,16.878499942680296,36.28235539,1450000000000000.0,17.3562158691859,830.395217937189,1729.29277013239,0.0234654580917,0.0277273450716124,0.45192469824844,31.8844491856303,16.298881017322,16.295057307478498,0.02346545809169,0.9783199648498776,704089765257320.4,13.451806401437342,889661945847282.4,0.018048003030158508,1.6675372251706445e-05,3.16,35.8,2023-05-05 13:10:00,0.00023465458091692407,0.46577379148348225,0.0,9,298.5023293677357,0.00023465458091692407,17.745905,-0.9438317,0.46577379148348225,0.058946576,0.0,0.4353187050650811,881.8048999446079,12949.242679689742,0.3186547838849259,-0.9478708396755601,2.237267244952008,234.49696165917285,0.3324735997070066,inf,0.0,226.05354521370478,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,1.0,-4.895837611082219e-13,1.8970604e-12,2.2976727e-16,0.0,0.0,0.0,7.480000000000001e-16,1.927496443798221e-14,1.4074767046639996e-12,1049.6784385424223,1.3775827422637798e-12,1.2818464449070474e-13,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,0.0,-4.895837611082219e-13,1.8970604e-12,2.2976727e-16,0.0,0.0,0.0,7.480000000000001e-16,1.927496443798221e-14,1.4074767046639996e-12,1049.6784385424223,1.3775827422637798e-12,1.2818464449070474e-13,0.0
