,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6490047941039296,34610D,277.1866,1.7046545,1.8037102,156.53565459652302,75373.57656163623,0.3695462659415311,1.143337400473706,65.4043522430245,119.0360184794998,2750.788848222167,0.002393552349479,62250.43576468452,0.2825129276263945,0.5450362686918708,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,26.436223059038667,3.9021569750414864,0.4690124109776915,59.51808336384983,18.438954361535146,35.904410332139605,1455678080182145.0,33.93153934488,903.050956931772,1368.07151719145,0.239355234948,0.0218845914016373,0.571668700236853,59.5180092397499,26.1219727499269,26.05959773853336,15.213327643092605,1.0106313436073011,698138973480358.4,0.0023081116789336947,1.493533880847161e-05,2.8440000000000003,35.8,2023-05-05 13:01:00,0.002393552349479009,0.2825137732574511,0.0,0,622.5043576468452,0.002393552349479009,1.7046545,1.8037102,0.2825137732574511,0.091328725,0.0,0.7823707642825121,867.5581061082412,9537.146941901803,-0.4305476864931945,-0.9025678310550171,4.966789571767571,243.52790687985515,0.29371292724536496,inf,0.0,234.1261208028885,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.9999999999999999,-7.564036719949265e-13,5.886211e-12,2.3646828e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128194e-14,5.129807019122606e-12,1048.7048007842525,8.122383792551805e-13,1.4593412232459124e-13,9.72894148830608e-15,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.0,-7.564036719949265e-13,5.886211e-12,2.3646828e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128194e-14,5.129807019122606e-12,1048.7048007842525,8.122383792551805e-13,1.4593412232459124e-13,9.72894148830608e-15,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.6499066410151333,34610D,273.11185,6.920827,-0.37730023,169.258687966937,75308.1722093932,0.36807635047422427,1.259283964303146,61.83985882432752,120.7699967285592,3126.9482964624403,0.000955467533786,56095.647368712234,0.1414433666865893,0.515332156869396,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,21.54370498399114,3.210971436929002,0.5109023628965224,60.38568544625079,18.414349230811133,36.28235539,1450000000000000.0,34.6977594892433,936.642088570169,1483.15026585292,0.0955467533786,0.023902178063943,0.629641982151573,60.3849983642796,26.3424521592617,26.31730682701181,12.29653471174102,1.1009362418955817,705428471800339.5,0.004068956491533418,1.5674606674017273e-05,2.8440000000000003,35.8,2023-05-05 13:02:00,0.000955467533786088,0.14144340433196304,0.0,1,560.9564736871223,0.000955467533786088,6.920827,-0.37730023,0.14144340433196304,0.10482597,0.0,0.7155353083810551,868.7633538691877,9596.215333846398,-0.42451417959346743,-0.9054212894139861,4.4597776914280445,242.25984052462377,0.14137747369895665,inf,0.0,232.292824543866,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.9999999999999999,-7.160925111404082e-13,5.0590977e-12,2.2250756e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,1.3352061449206334e-12,1.6073339332017923e-13,1.0715559554678613e-14,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.0,-7.160925111404082e-13,5.0590977e-12,2.2250756e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,1.3352061449206334e-12,1.6073339332017923e-13,1.0715559554678613e-14,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6507988564104825,34610D,266.56476,8.265025,2.4767306,180.5620890162133,75246.33235056887,0.4062468639858943,0.856693911706352,59.585568076108416,85.0036488584606,1811.771026336788,0.0007190825264306,49718.84686406126,0.1639659360344061,0.4965464006342368,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,20.73277604502497,3.0950078297753683,0.5516738568874565,42.50181636785539,18.103650646624114,36.28235539,1450000000000000.0,26.8952724188473,865.295988683178,1302.94238256838,0.0719082526431,0.0200164568660459,0.428346955853176,42.5018244292303,21.3997391606197,21.384362039538203,14.545137914827572,0.9022914468002712,566613885799444.4,0.002040049185209315,9.103194259431116e-06,2.8440000000000003,35.8,2023-05-05 13:03:00,0.0007190825264306263,0.16396604038668283,0.0,2,497.18846864061265,0.0007190825264306263,8.265025,2.4767306,0.16396604038668283,0.11368202,0.0,0.6497716536975886,869.9557258730541,9853.913159025033,-0.4250902117609422,-0.9051509884350993,4.206058418389875,241.57653960755417,0.15377977347319272,inf,0.0,231.72565066009474,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,1.0,-6.704226473804365e-13,4.0850036e-12,2.2373602e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.4145809941555715e-12,1047.5955573625533,3.580593243877097e-13,1.0934731432199182e-13,7.289820954799454e-15,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,0.0,-6.704226473804365e-13,4.0850036e-12,2.2373602e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.4145809941555715e-12,1047.5955573625533,3.580593243877097e-13,1.0934731432199182e-13,7.289820954799454e-15,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.6516526416741869,34610D,262.31366,8.067878,4.1398067,188.38882632056269,75186.74678249277,0.41993694076349247,0.806643284325364,58.59756218593222,79.2973911409822,1689.5456816052306,0.0008414227798122,46295.246647158914,0.2596174466563819,0.4883130182161018,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,21.646043681713174,3.228693078010372,0.580232296963904,39.64879815130575,17.88440413479253,36.28235538999999,1450000000000000.0,25.8639247254208,859.922333342618,1272.821254482,0.0841422779812,0.0196122182821567,0.403321642162682,39.6486955704911,20.5648150739596,20.54752591758377,15.797435892797312,0.885597777206477,539056902899324.8,0.0016971234733760975,8.213410994189424e-06,2.8440000000000003,35.8,2023-05-05 13:04:00,0.0008414227798122462,0.2596173373318746,0.0,3,462.95246647158916,0.0008414227798122462,8.067878,4.1398067,0.2596173373318746,0.11898935,0.0,0.6148340965296608,871.0967255809045,10648.381250946317,-0.028444387257436043,-0.9995953765567092,4.009287138232795,241.02099146006577,0.23356686707386332,inf,0.0,231.56538327261768,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,1.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.911119071857969e-14,2.9337799051328205e-12,1047.0261093052704,2.409759731256069e-13,1.0295891630788556e-13,6.863927753859036e-15,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,0.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.911119071857969e-14,2.9337799051328205e-12,1047.0261093052704,2.409759731256069e-13,1.0295891630788556e-13,6.863927753859036e-15,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6527306236761584,34610D,258.6337,9.085518,3.6289144,194.73043621465763,75128.14922030683,0.4161471375243946,0.917699835715296,57.46652836537191,86.4892569957956,1859.7823627024063,0.0009816234221072,43271.52378881695,0.3951791923965437,0.4788877363780992,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,20.924687845011512,3.118163013062781,0.6040160411952841,43.24487979259893,17.639295451997015,36.28235538999999,1450000000000000.0,27.6161451180553,890.012623612512,1352.29952870181,0.0981623422107,0.0213336052000799,0.458849917857648,43.2446284978978,21.5083158028972,21.487223441091377,14.609869830204357,0.9735381525155312,555477068440359.1,0.0022540079780677944,1.1022091895025752e-05,2.8440000000000003,35.8,2023-05-05 13:05:00,0.0009816234221072247,0.3951794595325109,0.0,4,432.7152378881695,0.0009816234221072247,9.085518,3.6289144,0.3951794595325109,0.1152056,0.0,0.5828536559315982,872.5374194165812,11699.443548113244,0.3434220995131197,-0.939181165465961,3.7235502615484264,240.169660687334,0.34290364736762163,inf,0.0,231.303927108953,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.9999999999999998,-6.188524585984147e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4214408304330895e-14,2.5569554495403734e-12,1046.9854205923448,3.173441629201833e-13,1.171340323749107e-13,7.808935491660713e-15,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.0,-6.188524585984147e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4214408304330895e-14,2.5569554495403734e-12,1046.9854205923448,3.173441629201833e-13,1.171340323749107e-13,7.808935491660713e-15,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6541786255100406,34610D,254.90411,11.103366,1.6799439,205.0205725039188,75070.68269194147,0.42868605091623163,0.880074667891224,55.80574486438289,81.1539882903788,1714.1997799369333,0.0011375110260422,40127.886851424635,0.6013981544658692,0.4650478738698574,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,21.1186825040487,3.1437796414034644,0.640569492629372,40.57696968970768,17.333969781408488,36.28235538999999,1450000000000000.0,26.7268610690001,889.239808109172,1338.97663748316,0.113751102604,0.021172062005403,0.440037333945612,40.5769941451894,20.7838676191916,20.760252602952324,15.257014055755311,0.9713129515071456,524936719604914.4,0.002054096186635184,1.0350978128029353e-05,2.8440000000000003,35.8,2023-05-05 13:06:00,0.0011375110260422262,0.6013982968641162,0.0,5,401.2788685142464,0.0011375110260422262,11.103366,1.6799439,0.6013982968641162,0.10422747,0.0,0.5484182531151781,874.4727359719898,12108.452584480177,0.3185508831008655,-0.947905762655581,3.529297349187086,239.5572295080196,0.5030162455878203,inf,0.0,231.61875021974268,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,1.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,2.39058952632327e-13,1.1233160411406097e-13,7.488773607604064e-15,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,0.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,2.39058952632327e-13,1.1233160411406097e-13,7.488773607604064e-15,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6555713677866363,34610D,251.40631,13.057115,1.4573689,214.3572514736332,75014.8769470771,0.42613988922160345,0.947667677824278,54.32459743694066,83.0842137756166,2000.6743305700727,0.0007454837690602,37395.86563801814,0.5138512531365068,0.4527049786411722,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,20.02038756945398,2.988133261434773,0.6743840383811972,41.54264097360682,17.235202227861258,36.28235539,1450000000000000.0,27.4558301131015,913.512082143618,1402.39375515156,0.074548376906,0.0225460817478856,0.473833838912139,41.5421068878083,21.0162388396634,21.000583245712924,14.303359198361528,1.0394648305991407,527234532851971.1,0.0026133879372623363,1.1339002230886836e-05,2.8440000000000003,35.8,2023-05-05 13:07:00,0.0007454837690602662,0.5138513067902707,0.0,6,373.9586563801814,0.0007454837690602662,13.057115,1.4573689,0.5138513067902707,0.09350168,0.0,0.5181909998822664,876.3341830624164,12362.382706523455,0.31537134201562644,-0.948968343326195,3.273313532222852,238.70291432907058,0.41520023308418813,inf,0.0,230.33210651202174,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,1.0,-5.6656321162553e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.625339170350609e-14,1.9445033224771164e-12,1048.0583532749956,2.889481315276366e-13,1.2095908938286323e-13,8.063939292190881e-15,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,0.0,-5.6656321162553e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.625339170350609e-14,1.9445033224771164e-12,1048.0583532749956,2.889481315276366e-13,1.2095908938286323e-13,8.063939292190881e-15,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6569455727225028,34610D,246.63568,14.880134,0.41456553,222.1148641326836,74960.55234964014,0.43759524615414286,0.875614687524694,53.27804890688225,76.0775376340374,1758.804176464106,0.0005380082491685,34394.55476608665,0.5475447853321761,0.4439837408906854,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,18.997349541413246,2.8393817004463693,0.7055160181605026,38.03876525615252,17.11301562578194,36.28235538999999,1450000000000000.0,25.7848685090327,901.408835947234,1379.8937422151,0.0538008249169,0.0219914411874392,0.437807343762347,38.0387688170187,19.9080787853235,19.89737383406398,14.323933778771265,1.006154492021751,496162900559566.8,0.0024261723394267166,1.0605405335803839e-05,2.8440000000000003,35.8,2023-05-05 13:08:00,0.0005380082491685099,0.5475450104159757,0.0,7,343.9455476608665,0.0005380082491685099,14.880134,0.41456553,0.5475450104159757,0.08192064,0.0,0.48582094665689873,878.1708491227055,12525.288811002994,0.3164648412131288,-0.9486042400685067,3.071376694334463,237.98619295599096,0.4220322739202231,inf,0.0,229.7097415838173,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,1.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,2.1416335917415908e-13,1.1176233792885194e-13,7.450822528590128e-15,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,0.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,2.1416335917415908e-13,1.1176233792885194e-13,7.450822528590128e-15,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6583109617375502,34610D,242.57191,17.084955,-0.600263,228.42353112260776,74907.27430073326,0.4476401289176579,0.808330631837826,52.26270534975004,69.8595277306272,1544.9439719865893,0.0003494270348176,31913.2970959831,0.5011452382377362,0.4355225445812503,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,17.962886045284485,2.688156188785102,0.7316068869760579,34.92915396368227,16.990409495354736,36.28235539,1450000000000000.0,24.2176510519896,888.684176578088,1357.13013363795,0.0349427034818,0.0214088292234217,0.404165315918913,34.9297638653136,18.87844083864,18.871846505274128,14.2792096226401,0.9697130976766832,474739271633735.6,0.002271610261332484,9.318939281720947e-06,2.8440000000000003,35.8,2023-05-05 13:09:00,0.00034942703481764744,0.501145886511455,0.0,8,319.1329709598311,0.00034942703481764744,17.084955,-0.600263,0.501145886511455,0.07084483,0.0,0.4583250729666214,879.99572926499,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.9011575598525496,237.3488964436563,0.37103521058742794,inf,0.0,228.85991994348174,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.9999999999999999,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962975e-12,1049.128693942378,1.6820322134678343e-13,1.0317428718457138e-13,6.878285812304757e-15,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962975e-12,1049.128693942378,1.6820322134678343e-13,1.0317428718457138e-13,6.878285812304757e-15,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6596645996796688,34610D,238.88168,17.745905,-0.9438317,233.09405865836152,74855.01159538352,0.45912558528742514,0.734103354910348,51.49898138603861,63.7684612115852,1331.584692548794,0.0002346545809169,29850.23293677357,0.4657737467361155,0.4291581782169884,1.0,climb,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,17.45368974423786,2.6139578733832907,0.752310244879909,31.884038299491287,16.878499942680296,36.28235539,1450000000000000.0,22.6237377735809,872.12070841978,1319.37958028335,0.0234654580917,0.0205825299674999,0.367051677455174,31.8842306057926,17.8331661867979,17.82898253437312,14.68475007342938,0.9222220435243864,455765761739959.6,0.001972618522203935,7.785829496713504e-06,2.8440000000000003,35.8,2023-05-05 13:10:00,0.00023465458091692407,0.46577379148348225,0.0,9,298.5023293677357,0.00023465458091692407,17.745905,-0.9438317,0.46577379148348225,0.058946576,0.0,0.4353187050650811,881.8048999446079,12949.242679689742,0.3186547838849259,-0.9478708396755601,2.770958766123064,236.8387080557275,0.3324735997070066,inf,0.0,228.20340383450582,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,1.0,-4.895837611082219e-13,1.8970604e-12,2.2976727e-16,0.0,0.0,0.0,7.480000000000001e-16,1.927496443798221e-14,1.4074767046639996e-12,1049.6784385424223,1.2229051710611212e-13,9.370001256846256e-14,6.24666750456417e-15,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,0.0,-4.895837611082219e-13,1.8970604e-12,2.2976727e-16,0.0,0.0,0.0,7.480000000000001e-16,1.927496443798221e-14,1.4074767046639996e-12,1049.6784385424223,1.2229051710611212e-13,9.370001256846256e-14,6.24666750456417e-15,0.0
