Unnamed: 0.1,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,0.6490047941039296,34610D,277.1866,1.7046545,1.8037102,156.53565459652302,75373.57656163623,0.3278878677724378,1.320641826115362,65.4043522430245,119.0360645888966,2750.788848222167,0.002393552349479,62250.43576468452,0.2825129276263945,0.5450362686918708,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.4690124109776915,59.51808336384983,18.438954361535146,35.904410332139605,1455678080182145.0,33.763747388481,916.624774526401,1898.71348465912,0.239355234948,0.0314315579112288,0.660320913057681,59.5180322944483,21.0082145760196,20.958050385279417,0.2393552349479,1.0,839630424516607.5,23.3165606450306,1461677157971623.2,0.0275201225464736,2.101971338617438e-05,3.16,35.8,2023-05-05 13:01:00,0.002393552349479,0.2825137732574511,0.0,0,622.5043576468452,0.002393552349479,1.7046545,1.8037102,0.2825137732574511,0.091328725,0.0,0.7823707642825121,867.5581061082412,9537.146941901805,-0.4305476864931945,-0.9025678310550171,4.296787557818647,241.82497894437083,0.2937129272453649,inf,0.0,232.57510350117988,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,1.0,-7.564036719949265e-13,5.886211e-12,2.3646828000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128195e-14,5.129807019122606e-12,1048.7048007842525,9.537146941901804,1.1186331598162159e-11,0.0023389058,-3.3121026e-07,40973.8,0.27744427,-277.53424,0.0,0.0,0.0,-7.564036719949265e-13,5.886211e-12,2.3646828000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,6.767195953128195e-14,5.129807019122606e-12,1048.7048007842525,9.537146941901804,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,0.6499066410151333,34610D,273.11185,6.920827,-0.37730023,169.258687966937,75308.1722093932,0.3360524953926722,1.41359962516885,61.83985882432752,120.7713760823802,3126.9482964624403,0.000955467533786,56095.64736871224,0.1414433666865893,0.515332156869396,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5109023628965224,60.38568544625079,18.414349230811133,36.28235539,1450000000000000.0,34.6271079799317,942.505454437703,1976.76141338424,0.0955467533786,0.0335483485363848,0.706799812584425,60.3856880411901,21.0680955522406,21.04798488603038,0.0955467533786,1.0,779617408883374.8,21.51847262377442,1359284133152223.8,0.0315707338268659,1.951731858101138e-05,3.16,35.8,2023-05-05 13:02:00,0.000955467533786,0.141443404331963,0.0,1,560.9564736871223,0.000955467533786,6.920827,-0.37730023,0.141443404331963,0.10482597,0.0,0.7155353083810551,868.7633538691877,9596.215333846398,-0.4245141795934674,-0.905421289413986,3.914720062159857,240.745356697775,0.1413774736989566,inf,0.0,230.9215061062905,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,1.0,-7.160925111404083e-13,5.0590977e-12,2.2250756000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,9.596215333846398,1.1629276627725274e-11,0.0009375686,-1.5009827e-07,49199.766,0.13569131,-277.46902,0.0,0.0,0.0,-7.160925111404083e-13,5.0590977e-12,2.2250756000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,5.742957562411611e-14,4.343005234988487e-12,1048.1477109539017,9.596215333846398,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,0.6507988564104825,34610D,266.56476,8.265025,2.4767306,180.5620890162133,75246.33235056887,0.3596435389172073,0.991768729348168,59.585568076108416,85.0036435364026,1811.771026336788,0.0007190825264306,49718.84686406126,0.1639659360344061,0.4965464006342368,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.5516738568874565,42.50181636785539,18.103650646624114,36.28235539,1450000000000000.0,26.6742356309093,881.732314672091,1806.78853346995,0.0719082526431,0.0290292496872259,0.495884364674084,42.5018217682013,17.0822315429081,17.06995683522097,0.07190825264306,1.0,746850661142295.5,19.46171788275191,1242879656446849.5,0.0232705734356836,1.8697019999631255e-05,3.16,35.8,2023-05-05 13:03:00,0.0007190825264306,0.1639660403866828,0.0,2,497.1884686406127,0.0007190825264306,8.265025,2.4767306,0.1639660403866828,0.11368202,0.0,0.6497716536975886,869.9557258730541,9853.913159025033,-0.4250902117609422,-0.9051509884350992,3.5967980632708616,239.77335167334357,0.1537797734731927,inf,0.0,230.0910914618068,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,1.0,-6.704226473804365e-13,4.0850036e-12,2.2373602000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.414580994155572e-12,1047.595557362553,9.853913159025034,4.728312427202058e-12,0.00070182374,-1.6603475e-07,58529.88,0.15766668,-277.00113,0.0,0.0,0.0,-6.704226473804365e-13,4.0850036e-12,2.2373602000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,4.536128894167095e-14,3.414580994155572e-12,1047.595557362553,9.853913159025034,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,0.6516526416741869,34610D,262.31366,8.067878,4.1398067,188.38882632056269,75186.74678249277,0.3689362061902593,0.940987439368906,58.59756218593222,79.2978481377288,1689.5456816052306,0.0008414227798122,46295.246647158914,0.2596174466563819,0.4883130182161018,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.580232296963904,39.64879815130575,17.88440413479253,36.28235538999999,1450000000000000.0,25.4856049608747,874.814558848813,1791.89154164422,0.0841422779812,0.0286972277493929,0.470493719684453,39.6489240688644,16.395093065894,16.381309458952085,0.08414227798122,0.9961105900345504,743011028596915.0,18.450637510203784,1184342707695940.2,0.022368961943495,1.841862376504056e-05,3.16,35.8,2023-05-05 13:04:00,0.0008414227798122,0.2596173373318746,0.0,3,462.9524664715892,0.0008414227798122,8.067878,4.1398067,0.2596173373318746,0.11898935,0.0,0.6148340965296608,871.0967255809045,10648.381250946317,-0.028444387257436,-0.9995953765567092,3.3988010226060945,239.12882779502849,0.2335668670738633,inf,0.0,229.84359835054985,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,1.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9111190718579694e-14,2.9337799051328205e-12,1047.0261093052704,10.648381250946317,3.7051725418532455e-12,0.0008203998,-1.7013348e-07,63993.27,0.25673848,-276.33698,0.0,0.0,0.0,-6.436625633265389e-13,3.5774424e-12,2.2405194e-16,0.0,0.0,0.0,7.480000000000001e-16,3.9111190718579694e-14,2.9337799051328205e-12,1047.0261093052704,10.648381250946317,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,0.6527306236761584,34610D,258.6337,9.085518,3.6289144,194.73043621465763,75128.14922030683,0.3713653679076545,1.053929386171142,57.46652836537191,86.4889284848818,1859.7823627024063,0.0009816234221072,43271.52378881695,0.3951791923965437,0.4788877363780992,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6040160411952841,43.24487979259893,17.639295451997015,36.28235538999999,1450000000000000.0,27.2678665806448,897.856374903114,1866.34399868774,0.0981623422107,0.0307399784563912,0.526964693085571,43.2444642424409,17.1426500455471,17.12583892093907,0.09816234221072,1.0,735764054888306.5,17.478278358827865,1128503196277629.0,0.0246819996186645,1.841947254651416e-05,3.16,35.8,2023-05-05 13:05:00,0.0009816234221072,0.3951794595325109,0.0,4,432.7152378881695,0.0009816234221072,9.085518,3.6289144,0.3951794595325109,0.1152056,0.0,0.5828536559315982,872.5374194165812,11699.443548113244,0.3434220995131197,-0.939181165465961,3.189473263491082,238.41022984971096,0.3429036473676216,inf,0.0,229.69382741744852,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.9999999999999998,-6.188524585984148e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.421440830433089e-14,2.5569554495403734e-12,1046.9854205923448,11.699443548113244,3.990857922143436e-12,0.000958668,-1.9524275e-07,69074.75,0.40010473,-276.30225,0.0,0.0,0.0,-6.188524585984148e-13,3.175808e-12,2.2598746e-16,0.0,0.0,0.0,7.480000000000002e-16,3.421440830433089e-14,2.5569554495403734e-12,1046.9854205923448,11.699443548113244,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,0.6541786255100406,34610D,254.90411,11.103366,1.6799439,205.0205725039188,75070.68269194147,0.3812461672223984,1.014189056166134,55.80574486438289,81.1537145506892,1714.1997799369333,0.0011375110260422,40127.88685142464,0.6013981544658692,0.4650478738698574,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.640569492629372,40.57696968970768,17.333969781408488,36.28235538999999,1450000000000000.0,26.2530629474291,895.451530501254,1863.09757888753,0.113751102604,0.0306968935859559,0.507094528083067,40.5768572753446,16.5194086060573,16.500638947317988,0.11375110260422,1.0,716184851839423.5,16.69415309318948,1080951998822212.2,0.0241195563060675,1.792931732535936e-05,3.16,35.8,2023-05-05 13:06:00,0.0011375110260422,0.6013982968641162,0.0,5,401.2788685142464,0.0011375110260422,11.103366,1.6799439,0.6013982968641162,0.10422747,0.0,0.5484182531151781,874.4727359719898,12108.452584480176,0.3185508831008655,-0.947905762655581,3.0053967358643585,237.74296442280573,0.5030162455878203,inf,0.0,229.9433133518868,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,1.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,12.108452584480178,3.2348410823697138e-12,0.0011137979,-2.22026e-07,74559.2,0.58815724,-276.879,0.0,0.0,0.0,-5.92136891639742e-13,2.7961463e-12,2.28052e-16,0.0,0.0,0.0,7.480000000000001e-16,2.9628175712093515e-14,2.204009516060829e-12,1047.5327378447644,12.108452584480178,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,0.6555713677866363,34610D,251.40631,13.057115,1.4573689,214.3572514736332,75014.8769470771,0.3830689408343559,1.080447938213422,54.32459743694066,83.0852718053952,2000.6743305700727,0.0007454837690602,37395.86563801814,0.5138512531365068,0.4527049786411722,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6743840383811972,41.54264097360682,17.235202227861258,36.28235539,1450000000000000.0,26.9640589755464,914.699235716215,1925.55374554454,0.074548376906,0.0324370398406224,0.540223969106711,41.5426359026976,16.6545397410205,16.642133300762247,0.07454837690602,1.0,686367576271105.2,16.01086953660894,1039198766747007.4,0.0263168991879137,1.7182857254235255e-05,3.16,35.8,2023-05-05 13:07:00,0.0007454837690602,0.5138513067902707,0.0,6,373.9586563801814,0.0007454837690602,13.057115,1.4573689,0.5138513067902707,0.09350168,0.0,0.5181909998822664,876.3341830624164,12362.382706523456,0.3153713420156264,-0.948968343326195,2.808106943017012,236.98639991338985,0.4152002330841881,inf,0.0,228.7534726602559,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,1.0,-5.665632116255299e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.6253391703506092e-14,1.9445033224771164e-12,1048.0583532749956,12.362382706523457,3.317405052989341e-12,0.00083142216,-2.0641315e-07,79805.17,0.56154263,-277.36633,0.0,0.0,0.0,-5.665632116255299e-13,2.5110664e-12,2.268485e-16,0.0,0.0,0.0,7.48e-16,2.6253391703506092e-14,1.9445033224771164e-12,1048.0583532749956,12.362382706523457,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,0.6569455727225028,34610D,246.63568,14.880134,0.41456553,222.1148641326836,74960.55234964014,0.392866078718252,0.99953961590892,53.27804890688225,76.0761208520588,1758.804176464106,0.0005380082491685,34394.55476608665,0.5475447853321761,0.4439837408906854,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7055160181605026,38.03876525615252,17.11301562578194,36.28235538999999,1450000000000000.0,25.2721174526348,902.36432584388,1897.52896285274,0.0538008249169,0.0317477504674751,0.49976980795446,38.0380604260294,15.7418966886004,15.733431972411507,0.05380082491685,1.0,683552402601954.8,15.053654617915804,983011501205715.6,0.0247318653878163,1.7112380837552383e-05,3.16,35.8,2023-05-05 13:08:00,0.0005380082491685,0.5475450104159757,0.0,7,343.9455476608665,0.0005380082491685,14.880134,0.41456553,0.5475450104159757,0.08192064,0.0,0.4858209466568987,878.1708491227055,12525.288811002994,0.3164648412131288,-0.9486042400685069,2.623941837201894,236.23647597428683,0.4220322739202231,inf,0.0,228.0988168653932,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,1.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,12.525288811002994,2.49211093634392e-12,0.0005344384,-1.9369114e-07,85730.836,0.5299132,-278.51462,0.0,0.0,0.0,-5.376486146697414e-13,2.2178418e-12,2.2586785e-16,0.0,0.0,0.0,7.480000000000001e-16,2.2816380071108493e-14,1.6801932472748494e-12,1048.5895160976297,12.525288811002994,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,0.6583109617375502,34610D,242.57191,17.084955,-0.600263,228.42353112260776,74907.27430073326,0.4015142073861132,0.923593963152378,52.26270534975004,69.859037977698,1544.9439719865893,0.0003494270348176,31913.2970959831,0.5011452382377362,0.4355225445812503,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.7316068869760579,34.92915396368227,16.990409495354736,36.28235539,1450000000000000.0,23.6997260523905,889.819501065809,1867.44178533431,0.0349427034818,0.0309964957032737,0.461796981576189,34.929518988849,14.8983609630238,14.893156891372174,0.03494270348176,1.0,681192049386566.4,14.21452613721678,933900601321744.2,0.0232851582724921,1.705329061567749e-05,3.16,35.8,2023-05-05 13:09:00,0.0003494270348176,0.501145886511455,0.0,8,319.1329709598311,0.0003494270348176,17.084955,-0.600263,0.501145886511455,0.07084483,0.0,0.4583250729666214,879.99572926499,12767.491119874136,0.3175628898267308,-0.9482372124130624,2.469427184873183,235.570469213089,0.3710352105874279,inf,0.0,227.22566650141155,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,1.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962977e-12,1049.128693942378,12.767491119874135,1.9700249668939767e-12,0.0003685672,-2.241741e-07,91079.46,0.4906774,-279.84665,0.0,0.0,0.0,-5.115330531739234e-13,2.0382558e-12,2.282176e-16,0.0,0.0,0.0,7.48e-16,2.082361437787145e-14,1.5267228301962977e-12,1049.128693942378,12.767491119874135,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,0.6596645996796688,34610D,238.88168,17.745905,-0.9438317,233.09405865836152,74855.01159538352,0.4088049182690644,0.844961269471022,51.49898138603861,63.7680519012046,1331.584692548794,0.0002346545809169,29850.23293677357,0.4657737467361155,0.4291581782169884,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.752310244879909,31.884038299491287,16.878499942680296,36.28235539,1450000000000000.0,22.1220657898139,874.784212834955,1828.92842098253,0.0234654580917,0.0300213666214652,0.422480634735511,31.8840259506023,14.0726649809952,14.069363540389862,0.02346545809169,0.9959685055188708,687357234562517.6,13.451806401437342,889661945847282.4,0.0216855206348029,1.7032869816626896e-05,3.16,35.8,2023-05-05 13:10:00,0.0002346545809169,0.4657737914834822,0.0,9,298.5023293677357,0.0002346545809169,17.745905,-0.9438317,0.4657737914834822,0.058946576,0.0,0.4353187050650811,881.8048999446079,12949.242679689742,0.3186547838849259,-0.94787083967556,2.3380420825450448,234.9745013750265,0.3324735997070066,inf,0.0,226.4924343624887,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,1.0,-4.895837611082219e-13,1.8970604e-12,2.2976727000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9274964437982212e-14,1.4074767046639996e-12,1049.6784385424223,12.94924267968974,1.5473876340062809e-12,0.00023141177,-2.4427823e-07,95572.1,0.45933837,-280.75574,0.0,0.0,0.0,-4.895837611082219e-13,1.8970604e-12,2.2976727000000003e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9274964437982212e-14,1.4074767046639996e-12,1049.6784385424223,12.94924267968974,0.0
