trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_h2o_sum,h2o_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display,season_astro
sfo_dfw,2023-11-06,daytime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,104.83748888800652,6290.249333280392,270675719.06038857,711.45,711.45,24060.2036997975,24060.2036997975,1.985979313716632,76.93142490658639,230.082,7781.038425267845,0.0093856007306594,0.3475745183176165,1.0981571654291642e+18,3.6347281975181648e+19,6.462906727313876e-11,3.517532300094358e-12,3.517532300094358e-12,1.1404139471052062e-12,-1.208807527633023e-13,1.3588593371853223e-10,1.3588593371853223e-10,6.564860046748065e-11,6.916613276757501e-11,6.916613276757501e-11,2.0165541493877615e-10,2.051729472388705e-10,2.051729472388705e-10,2.0165541493877615e-10,2.051729472388705e-10,2.051729472388705e-10,20.298285091538556,25.172958043588544,103.60889676396756,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,autumn
sfo_dfw,2023-11-06,daytime,GTF2000,0,0,632.46,11308.08,632.46,11308.08,104.83748888800652,6290.249333280392,270675719.06038857,711.45,711.45,24060.2036997975,24060.2036997975,1.9902001831897944,77.11112243477777,230.082,7781.038425267845,0.0019194696238691,0.0875148703471579,1.0097607515724349e+17,3.842383145066102e+18,6.463086611039246e-11,3.517532300094358e-12,3.517532300094358e-12,1.1404139471052062e-12,-1.2274036811401732e-14,4.1841047037797635e-11,4.1841047037797635e-11,6.575900602068626e-11,6.927653832078061e-11,6.927653832078061e-11,1.0761232709529529e-10,1.1112985939538966e-10,1.1112985939538966e-10,1.0761232709529529e-10,1.1112985939538966e-10,1.1112985939538966e-10,20.298285091538556,25.172958043588544,103.60889676396756,True,-0.8156425788271685,-0.5291536843788145,-0.5291536843788145,1.3916433395965753e-05,0.0,0.0,0.0,0.0008401762740846197,-0.30408308097363845,-0.30408308097363845,0.000797482108208848,0.000797482108208848,-0.29731980200928965,-0.29731980200928965,-0.29731980200928965,-0.29731980200928965,CFM2008,autumn
sfo_dfw,2023-11-06,daytime,GTF,0,0,632.46,11308.08,632.46,11308.08,87.35148986851888,5241.089392111131,225529317.6319341,711.45,711.45,20047.166924825084,20047.166924825084,2.135735075952028,64.39696239937487,230.082,6483.227578041471,0.0012344539695656,0.0436957160091554,1.1456852397047056e+17,3.2316496405313e+18,5.834291445229604e-11,2.91271250357572e-12,2.91271250357572e-12,9.44137184382793e-13,-4.1635378266358784e-15,5.0225816643840876e-11,5.0225816643840876e-11,5.92828880988522e-11,6.219560060242792e-11,6.219560060242792e-11,1.0951286828051971e-10,1.1242558078409544e-10,1.1242558078409544e-10,1.0951286828051971e-10,1.1242558078409544e-10,1.1242558078409544e-10,25.172958043588544,25.172958043588544,115.77016959449672,True,-0.9334069903233008,-0.46026173472607124,-0.46026173472607124,-0.05111857784709121,-0.0940585957432656,-0.0940585957432656,-0.09415780680913617,-0.05095362619687796,-0.2961180545297381,-0.2961180545297381,-0.053063643317749036,-0.053063643317749036,-0.29202706647326904,-0.29202706647326904,-0.29202706647326904,-0.29202706647326904,GTF,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,0,0,632.46,11308.08,632.46,11308.08,80.17505949897168,4810.503569938301,207000779.118015,711.45,711.45,18400.176155014,18400.176155014,2.496509291241101,69.24566224118915,230.082,5950.592916013678,0.001258534553111,0.0409680570949688,1.117037982987e+17,2.947259111250779e+18,6.285430540908642e-11,2.6802949663704323e-12,2.6802949663704323e-12,8.68842460676358e-13,-9.868430260044912e-16,5.024451055969392e-11,5.024451055969392e-11,6.372216102673677e-11,6.640245599310719e-11,6.640245599310719e-11,1.1396765842945668e-10,1.1664795339582713e-10,1.1664795339582713e-10,1.1396765842945668e-10,1.1664795339582713e-10,1.1664795339582713e-10,25.172958043588544,25.172958043588544,120.45037312221918,True,-0.9838046689997789,-0.460115074086549,-0.460115074086549,-0.013921516404152956,-0.13508561915787007,-0.13508561915787007,-0.1351601942773906,-0.014890841009929382,-0.2778242907704515,-0.2778242907704515,-0.02038581945664794,-0.02038581945664794,-0.2750753405650587,-0.2750753405650587,-0.2750753405650587,-0.2750753405650587,GTF2035,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,20,0,632.46,11308.08,632.46,11308.08,79.77710644854098,4786.626386912458,206997658.1020293,697.5,577.6974,17949.848950921718,14866.782895111402,2.496423605554842,68.89950431115193,235.104,6050.295753057348,0.0010144425284455,0.0337679971522775,9.048059255051853e+16,2.475211989245668e+18,6.254022812257756e-11,2.61470507968118e-12,2.1656033351951407e-12,8.834026585948694e-13,8.020911786402867e-16,5.0049872910187646e-11,5.0049872910187646e-11,6.342443287235107e-11,6.603913795203224e-11,6.559003620754619e-11,1.1347350369136007e-10,1.1608820877104126e-10,1.156391070265552e-10,1.1347350369136007e-10,1.1608820877104126e-10,1.156391070265552e-10,25.172958043588544,25.172958043588544,120.93159986460064,True,-0.9868166924332739,-0.46164352291618393,-0.46164352291618393,-0.016425656398121123,-0.1472263978871321,-0.23788433914974655,-0.12699336876002745,-0.017231853452096775,-0.2798280514233425,-0.2798280514233425,-0.023127758251581938,-0.026537535069648916,-0.2772969492305529,-0.279085025085245,-0.2772969492305529,-0.279085025085245,GTF2035 - 20,autumn
sfo_dfw,2023-11-06,daytime,GTF2035,100,0,632.46,11308.08,632.46,11308.08,78.22426353395494,4693.455812037297,206986094.7666568,640.3050000000001,42.687,16157.221632938394,1077.1481088625596,2.496087837924249,67.54900071466318,254.82000000000008,6430.034462491096,0.0004932639541832,0.0182878720410973,4.79918802348131e+16,1.5125988246395172e+18,6.131496071363609e-11,2.353609234412924e-12,1.5690728229419497e-13,9.388607904553832e-13,1.2572171878549814e-15,4.963464800581232e-11,4.963464800581232e-11,6.225507872127934e-11,6.460868795569227e-11,6.241198600357354e-11,1.118884695099038e-10,1.1424207874431672e-10,1.12045376792198e-10,1.118884695099038e-10,1.1424207874431672e-10,1.12045376792198e-10,25.172958043588544,25.172958043588544,124.19960256665368,True,-0.9794131638448268,-0.4649149162375754,-0.4649149162375754,-0.026314122332586336,-0.19824476361888843,-0.9145952579836961,-0.09693435552739205,-0.0265318540305096,-0.2862978673199578,-0.2862978673199578,-0.03406803154167913,-0.0513318386604146,-0.28467937040425906,-0.29357563353607385,-0.28467937040425906,-0.29357563353607385,GTF2035 - 100,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,0,15,632.46,11308.08,632.46,11308.08,73.31374072061593,4398.824443236956,189285814.6169294,707.625,707.625,16825.503495381356,16825.503495381356,0.1946886526216173,5.005596934894233,228.84500000000003,5441.345836284114,0.0010146653599203,0.0306614948638257,8.894073491043706e+16,2.192917920403672e+18,4.37266416621986e-12,2.457516839067849e-12,2.457516839067849e-12,7.966184167970797e-13,-1.5379573392497355e-16,4.9911175528813055e-11,4.9911175528813055e-11,5.1691287872830144e-12,7.626645626350862e-12,7.626645626350862e-12,5.508045811183e-11,5.7537974950897845e-11,5.7537974950897845e-11,5.508045811183e-11,5.7537974950897845e-11,5.7537974950897845e-11,25.172958043588544,25.172958043588544,123.31408124664304,True,-0.997458647372432,-0.46273463854200203,-0.46273463854200203,-0.87325929146973,-0.1774069863423984,-0.1774069863423984,-0.1774856923998557,-0.8540159691173577,-0.5709173209232595,-0.5709173209232595,-0.8013707594422937,-0.8013707594422937,-0.5619673938844805,-0.5619673938844805,-0.5619673938844805,-0.5619673938844805,GTF2035WI,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,20,15,632.46,11308.08,632.46,11308.08,72.95020221090711,4377.012132654427,189283889.6766407,693.75,574.5915,16413.7954974541,13594.561982811383,0.1946771541395407,4.980477807557241,233.84,5532.543335675196,0.0008188765462032,0.0253145838698153,7.224023536889117e+16,1.845001978532741e+18,4.350745008903196e-12,2.397389663565147e-12,1.985614014951197e-12,8.099717091078904e-13,-1.636464833230102e-16,4.9739710199466735e-11,4.9739710199466735e-11,5.1605530715277616e-12,7.557942735092909e-12,7.146167086478959e-12,5.490042691747783e-11,5.729781658104297e-11,5.6886040932429024e-11,5.490042691747783e-11,5.729781658104297e-11,5.6886040932429024e-11,25.172958043588544,25.172958043588544,123.62794291457875,True,-0.9972960916103257,-0.46408578955352214,-0.46408578955352214,-0.8738545419313687,-0.18937572522701376,-0.2783713529394829,-0.16942405054337215,-0.8542405094933148,-0.572019670101778,-0.572019670101778,-0.8029838043514751,-0.8127125745090665,-0.5633965798921806,-0.565853159020484,-0.5633965798921806,-0.565853159020484,GTF2035WI - 20,autumn
sfo_dfw,2023-11-06,daytime,GTF2035_wi,100,15,632.46,11308.08,632.46,11308.08,71.53281712947692,4291.969027768615,189280126.0936237,636.8625,42.4575,14775.103378093456,985.0068918728972,0.1946382704413562,4.882717658660529,253.45000000000007,5879.997568043003,0.0004004521364283,0.0138116604849374,3.869716808025506e+16,1.1343331043338058e+18,4.265298515526772e-12,2.1580637565684768e-12,1.4387091710456514e-13,8.608476857225211e-13,3.4248222310436865e-15,4.9518157988662543e-11,4.9518157988662543e-11,5.1295710234803364e-12,7.287634780048814e-12,5.2734419405849015e-12,5.464430418991184e-11,5.6802367946480307e-11,5.4788175107016394e-11,5.464430418991184e-11,5.6802367946480307e-11,5.4788175107016394e-11,25.172958043588544,25.172958043588544,126.10680863470638,True,-0.9448967235588677,-0.4658353272282076,-0.4658353272282076,-0.8761785969955617,-0.2395287701861623,-0.9214121425202491,-0.13969500878686494,-0.8550521745497358,-0.5735906041904404,-0.5735906041904404,-0.8093583870668172,-0.858316172244148,-0.5663532809853331,-0.5784894709438982,-0.5663532809853331,-0.5784894709438982,GTF2035WI - 100,autumn
sfo_dfw,2023-11-06,nighttime,GTF1990,0,0,632.46,11308.08,632.46,11308.08,104.51951358778322,6271.170815266993,269854751.35175395,711.45,711.45,23987.22836839625,23987.22836839625,1.99075345171408,77.59117345061006,230.082,7757.438298485271,0.0091915162952699,0.3412962950774223,1.0750594724062724e+18,3.562693519394144e+19,6.558893061339615e-11,3.5452486293741485e-12,3.5452486293741485e-12,1.1798398809219125e-12,1.8506088490782943e-11,3.197067235255997e-10,3.197067235255997e-10,8.527485898510102e-11,8.882010761447515e-11,8.882010761447515e-11,3.864754940199178e-10,3.90020742649292e-10,3.90020742649292e-10,3.864754940199178e-10,3.90020742649292e-10,3.90020742649292e-10,54.59241692464892,58.90640216050673,120.23267306281627,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,autumn
