trajectory,season,diurnal,engine,saf_level,water_injection,untrimmed_min_altitude,untrimmed_max_altitude,trimmed_min_altitude,trimmed_max_altitude,fuel_sum,fuel_kg_sum,energy_sum,ei_co2_conservative_sum,ei_co2_optimistic_sum,co2_conservative_sum,co2_optimistic_sum,ei_nox_sum,nox_sum,ei_nvpm_mass_sum,nvpm_mass_sum,ei_nvpm_num_sum,nvpm_num_sum,nox_impact_sum,co2_impact_cons_sum,co2_impact_opti_sum,h2o_impact_sum,contrail_atr20_cocip_sum,contrail_atr20_accf_sum,contrail_atr20_accf_cocip_pcfa_sum,climate_non_co2_cocip,climate_total_cons_cocip,climate_total_opti_cocip,climate_non_co2_accf,climate_total_cons_accf,climate_total_opti_accf,climate_non_co2_accf_cocip_pcfa,climate_total_cons_accf_cocip_pcfa,climate_total_opti_accf_cocip_pcfa,accf_sac_pcfa_sum,accf_sac_issr_sum,accf_sac_sac_sum,contrail_formed,contrail_atr20_cocip_sum_relative_change,contrail_atr20_accf_sum_relative_change,contrail_atr20_accf_cocip_pcfa_sum_relative_change,nox_impact_sum_relative_change,co2_impact_cons_sum_relative_change,co2_impact_opti_sum_relative_change,h2o_impact_sum_relative_change,climate_non_co2_cocip_relative_change,climate_non_co2_accf_relative_change,climate_non_co2_accf_cocip_pcfa_relative_change,climate_total_cons_cocip_relative_change,climate_total_opti_cocip_relative_change,climate_total_cons_accf_relative_change,climate_total_opti_accf_relative_change,climate_total_cons_accf_cocip_pcfa_relative_change,climate_total_opti_accf_cocip_pcfa_relative_change,engine_display,season_astro
bos_fll,2023-02-06,daytime,GTF1990,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,104.96976650557713,6298.1859903346285,271017241.3500894,650.25,650.25,24090.56141302995,24090.56141302995,2.064971079368287,88.59858465511618,0.0075974217637514,0.3241656256926454,7.107308640875318e+17,2.6144137054277685e+19,7.57502909590674e-11,3.6226536527218384e-12,3.6226536527218384e-12,2.648646364377422e-12,-1.0367758598479916e-11,-7.984273855485294e-12,-7.984273855485294e-12,6.803117872496489e-11,7.165383237768672e-11,7.165383237768672e-11,7.041466346795952e-11,7.403731712068134e-11,7.403731712068134e-11,7.041466346795952e-11,7.403731712068134e-11,7.403731712068134e-11,5.828832189548876,7.850433569174726,18.527051345449884,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,winter
bos_fll,2023-02-06,daytime,GTF2000,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,104.96976650557713,6298.1859903346285,271017241.3500894,650.25,650.25,24090.56141302995,24090.56141302995,2.067333289553725,88.71120537344986,0.0022468900443866,0.1117396126693441,9.113306804169962e+16,3.9833042716556114e+18,7.575098877531053e-11,3.6226536527218384e-12,3.6226536527218384e-12,2.648646364377422e-12,-5.073619481392033e-12,-7.984273855485294e-12,-7.984273855485294e-12,7.332601565829592e-11,7.694866931101776e-11,7.694866931101776e-11,7.041536128420266e-11,7.403801493692449e-11,7.403801493692449e-11,7.041536128420266e-11,7.403801493692449e-11,7.403801493692449e-11,5.828832189548876,7.850433569174726,18.527051345449884,True,-0.3428540567884202,0.0,0.0,4.606008902090061e-06,0.0,0.0,0.0,0.03745714504615293,4.955024643094565e-06,4.955024643094565e-06,0.03563087345879793,0.03563087345879793,4.712575912887598e-06,4.712575912887598e-06,4.712575912887598e-06,4.712575912887598e-06,CFM2008,winter
bos_fll,2023-02-06,daytime,GTF,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,87.8769128011722,5272.614768070331,226885886.08483443,650.25,650.25,20167.75148786902,20167.75148786902,2.1035989754959954,71.27996167232929,0.0013748988181788,0.0552777372186535,1.1502902544441496e+17,3.7015303885588695e+18,6.504527444564898e-11,3.0320722830846397e-12,3.0320722830846397e-12,2.229223905130779e-12,-5.465882735975245e-12,-9.017393412367267e-12,-9.017393412367267e-12,6.180861561480451e-11,6.484068789788913e-11,6.484068789788913e-11,5.825710493841249e-11,6.128917722149711e-11,6.128917722149711e-11,5.825710493841249e-11,6.128917722149711e-11,6.128917722149711e-11,6.4202564154270645,7.850433569174726,20.363267964801704,True,-0.3095861374501284,0.06076577906188276,0.06076577906188276,-0.07603234152046538,-0.08874615954648281,-0.08874615954648281,-0.0859847507360892,-0.04792493042523583,-0.09448505045140089,-0.09448505045140089,-0.049915150190954036,-0.049915150190954036,-0.0942028385583539,-0.0942028385583539,-0.0942028385583539,-0.0942028385583539,GTF,winter
bos_fll,2023-02-06,daytime,GTF2035,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,80.90410326305869,4854.24619578352,208883068.0507607,650.25,650.25,18567.491698871967,18567.491698871967,2.465027990375245,77.18525828627187,0.0013961525179313,0.0519589315606661,1.1213330964203072e+17,3.385353441364818e+18,7.044361484875106e-11,2.798848512535365e-12,2.798848512535365e-12,2.0568526708784026e-12,-5.4542763619880745e-12,-9.017393412367267e-12,-9.017393412367267e-12,6.704619115764139e-11,6.984503967017675e-11,6.984503967017675e-11,6.348307410726219e-11,6.628192261979757e-11,6.628192261979757e-11,6.348307410726219e-11,6.628192261979757e-11,6.628192261979757e-11,6.4202564154270645,7.850433569174726,21.694683446841537,True,-0.31054679431365056,0.06076577906188276,0.06076577906188276,-0.03629888729624825,-0.1282885404358463,-0.1282885404358463,-0.12576640417201687,-0.007292025068148258,-0.051767785522165884,-0.051767785522165884,-0.012783089231256387,-0.012783089231256387,-0.055269644527916564,-0.055269644527916564,-0.055269644527916564,-0.055269644527916564,GTF2035,winter
bos_fll,2023-02-06,daytime,GTF2035,20,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,80.5025409897305,4830.152459383829,208879943.1060537,637.5,528.0029999999999,18113.07172268936,15001.970523600236,2.464938250601036,76.79938911646929,0.0011669659865093,0.0441184097183798,9.372532908503528e+16,2.937388848674952e+18,7.009138207914451e-11,2.730354978544481e-12,2.26138920742968e-12,2.0913178678353784e-12,-5.190002711647734e-12,-9.017393412367267e-12,-9.017393412367267e-12,6.699269723533215e-11,6.972305221387663e-11,6.925408644276184e-11,6.316530653461261e-11,6.589566151315709e-11,6.542669574204231e-11,6.316530653461261e-11,6.589566151315709e-11,6.542669574204231e-11,6.4202564154270645,7.850433569174726,25.80948036823935,True,-0.3328085438270359,0.06076577906188276,0.06076577906188276,-0.03880172766833387,-0.1404529296223385,-0.23134849246443198,-0.11758073884913282,-0.007691095239615948,-0.054269790098076226,-0.054269790098076226,-0.013656972067167119,-0.017030596683375546,-0.05818253628995107,-0.06174081185455766,-0.05818253628995107,-0.06174081185455766,GTF2035 - 20,winter
bos_fll,2023-02-06,daytime,GTF2035,100,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,78.93529019175112,4736.117411505067,208867513.96478495,585.2249999999999,39.015,16304.084189106194,1086.9389459404129,2.464592064222048,75.2938703669647,0.0006726422714127,0.0270273220113883,5.626553689128726e+16,2.002258544923892e+18,6.871705237451228e-11,2.457689000897823e-12,1.6384593339318824e-13,2.2225777167369624e-12,-4.6329280129459e-12,-9.017393412367267e-12,-9.017393412367267e-12,6.630670207830333e-11,6.876439107920116e-11,6.647054801169653e-11,6.192223667888197e-11,6.43799256797798e-11,6.208608261227516e-11,6.192223667888197e-11,6.43799256797798e-11,6.208608261227516e-11,6.4202564154270645,7.850433569174726,38.04360667227308,True,-0.38230453939127523,0.06076577906188276,0.06076577906188276,-0.04868393383766425,-0.19159523043171023,-0.9134578363647492,-0.08746644386414439,-0.012836860581320135,-0.06417278007611124,-0.06417278007611124,-0.020577395350488085,-0.037526208996399614,-0.06977014745788138,-0.08779706157686196,-0.06977014745788138,-0.08779706157686196,GTF2035 - 100,winter
bos_fll,2023-02-06,daytime,GTF2035_wi,0,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,74.39271582439238,4463.562949463541,192071577.27836567,650.25,650.25,17073.12828169805,17073.12828169805,0.2012364840433367,5.9910512958534845,0.0011291651263859,0.0390347378882642,8.989683151610915e+16,2.537547826018066e+18,5.065482650303328e-12,2.5673253181104998e-12,2.5673253181104998e-12,1.887845631095509e-12,-4.782122844864555e-12,-9.017393412367267e-12,-9.017393412367267e-12,2.1712054365342818e-12,4.738530754644782e-12,4.738530754644782e-12,-2.0640651309684297e-12,5.032601871420699e-13,5.032601871420699e-13,-2.0640651309684297e-12,5.032601871420699e-13,5.032601871420699e-13,6.4202564154270645,7.850433569174726,34.22700942350696,True,-0.36869171382652627,0.06076577906188276,0.06076577906188276,-0.8746412383605277,-0.17048980934896998,-0.17048980934896998,-0.16770683912616474,-0.9381443960210963,-0.9430435613077529,-0.9430435613077529,-0.8759422916022007,-0.8759422916022007,-0.986497013966935,-0.986497013966935,-0.986497013966935,-0.986497013966935,GTF2035WI,winter
bos_fll,2023-02-06,daytime,GTF2035_wi,20,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,74.02329429618847,4441.397657771308,192068241.71032023,637.5,528.0029999999999,16655.241216642404,13794.536985271903,0.2012257154693277,5.96097942757348,0.0009440658164099,0.0331541322073385,7.530031947478278e+16,2.204287634096908e+18,5.040004111259735e-12,2.5044789056577458e-12,2.0743096088219718e-12,1.919466547652466e-12,-4.5777018065932895e-12,-9.017393412367267e-12,-9.017393412367267e-12,2.3817688523189104e-12,4.886247757976656e-12,4.456078461140882e-12,-2.0579227534550665e-12,4.465561522026793e-13,1.6386855366904822e-14,-2.0579227534550665e-12,4.465561522026793e-13,1.6386855366904822e-14,6.4202564154270645,7.850433569174726,37.20312781483186,True,-0.3874124071762422,0.06076577906188276,0.06076577906188276,-0.8752324370922901,-0.18249560237355325,-0.271784101953342,-0.15962386017313604,-0.9323485542284754,-0.943208242985346,-0.943208242985346,-0.8723218541366553,-0.8829041208423647,-0.9880093198009011,-0.9995574332008509,-0.9880093198009011,-0.9995574332008509,GTF2035WI - 20,winter
bos_fll,2023-02-06,daytime,GTF2035_wi,100,15,693.4200000000001,11459.633333333337,701.0400000000001,11459.633333333337,72.58529664123601,4355.117798474161,192065050.03050897,585.2249999999999,39.015,14992.493021247295,999.49953474982,0.2011810749862397,5.843876376995461,0.0005446895213983,0.0203358144719021,4.558214635292725e+16,1.50832536190012e+18,4.940948288556319e-12,2.2544663544460555e-12,1.5029775696307037e-13,2.0400217282425656e-12,-3.839340665699326e-12,-9.017393412367267e-12,-9.017393412367267e-12,3.1416293510995583e-12,5.396095705545614e-12,3.291927108062629e-12,-2.0364233955683826e-12,2.1804295887767294e-13,-1.886125638605312e-12,-2.0364233955683826e-12,2.1804295887767294e-13,-1.886125638605312e-12,6.4202564154270645,7.850433569174726,47.41551298662549,True,-0.45951800655330627,0.06076577906188276,0.06076577906188276,-0.8775344551744053,-0.23279893835877177,-0.9203288138949967,-0.12980757522436662,-0.9117182689281557,-0.9437848765635697,-0.9437848765635697,-0.8599324920922302,-0.9121517446577193,-0.9941272129407478,-0.950315065543452,-0.9941272129407478,-0.950315065543452,GTF2035WI - 100,winter
bos_fll,2023-02-06,nighttime,GTF1990,0,0,518.1600000000001,11459.633333333337,701.0400000000001,11459.633333333337,117.81328991501104,7068.797394900661,304177420.6999704,650.25,650.25,27038.15003549503,27038.15003549503,2.2128015913583683,104.62195820319953,0.0083413928593238,0.3884146151751664,7.32595455072747e+17,2.999857288755056e+19,9.114284366916234e-11,4.1587432261706455e-12,4.1587432261706455e-12,3.6103493383801043e-12,5.248324368686669e-12,1.5819625285249363e-11,1.5819625285249363e-11,1.0000151737622911e-10,1.0416026060239976e-10,1.0416026060239976e-10,1.105728182927918e-10,1.1473156151896243e-10,1.1473156151896243e-10,1.105728182927918e-10,1.1473156151896243e-10,1.1473156151896243e-10,3.6096883792887726,5.071444355966268,83.77792385787053,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CFM1990,winter
