Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,2,461f63,FIN43D,60.37413024902344,25.075630977235992,118.32222212,845.82,-0.7116938889652793,34610D,277.0722,-5.095607,6.553391,114.5209353492085,67849.73281302575,0.2978255824121696,1.1823143395855,80.1911617082322,132.3096464637924,2604.705216047836,0.0050377632319006,91568.03740577507,0.8826903096080407,0.668259680901935,0.8153821685480634,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.02561359701349,2.757995502908639,0.343198691591047,66.15465894909474,17.29738087541175,26.992553570258853,1589565893273856.2,35.3769486386999,837.184964543164,1432.04507690827,0.50377632319,0.0249888300681602,0.59115716979275,66.1548232318962,23.6568566107454,23.53827634761905,12.220842866967027,0.8235936536175539,1393020366986842.0,,,0.0021517257190425,2.2649259356464327e-05,3.16,35.8,2023-11-05 22:02:00,0.0050377632319006,0.88269087102907,0.0,0,915.6803740577508,0.0050377632319006,-5.095607,6.553391,0.88269087102907,1.5980189,0.0,1.151312981898047,0.0,6727.090235406854,0.9159880604940928,0.4012055246781505,6.0635851829417575,245.9189530440529,0.9166716560995094,inf,0.0,241.85646756297493,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0049262536,1.079906e-06,6400.865,0.89432645,-215.2026,0.0,0.0,1.0,-6.801112647870089e-13,7.799633e-12,2.9418026000000003e-16,0.0,0.0,0.0,7.480000000000003e-16,9.359596817333e-14,7.119522147432459e-12,336.96101399560604,6.727090235406854,1.0867307690033913e-12,0.0049262536,1.079906e-06,6400.865,0.89432645,-215.2026,0.0,0.0,0.0,-6.801112647870089e-13,7.799633e-12,2.9418026000000003e-16,0.0,0.0,0.0,7.480000000000003e-16,9.359596817333e-14,7.119522147432459e-12,336.96101399560604,6.727090235406854,0.0
1,1,3,461f63,FIN43D,60.429134045617054,25.12445722307477,130.668888776,1653.5400000000002,-0.7110310249290263,34610D,273.4093,-2.7300885,8.661232,134.19877897968277,67769.54165131752,0.333179831923815,0.889173113516156,63.62366423695944,94.9943775492242,1503.3434549803603,0.0039074650987249,82974.78838491326,0.8349312981556378,0.530197201974662,0.6850060838439576,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.47466724277777,2.8451035038562287,0.4048546544532367,47.49623157483529,15.894419716090518,21.41096630824613,1369329003149222.0,28.8814223395147,809.023932443181,1314.80947467868,0.390746509872,0.0226556947083132,0.444586556758078,47.4971887746121,19.6236117445096,19.547231619180955,14.945766674796698,0.7098999231148562,963127428426193.6,31.04724983341271,1844400912297806.8,0.0013458301343886,1.4742387943975876e-05,3.16,35.8,2023-11-05 22:03:00,0.0039074650987249,0.8349311196724377,0.0,1,829.7478838491327,0.0039074650987249,-2.7300885,8.661232,0.8349311196724377,1.6796887,2.2273302e-07,1.0572442194468004,0.0,8544.990800005955,0.7447234338120295,-0.6673732142746063,5.780244689263154,245.34056931956013,0.8369486941185486,inf,0.0,239.9586318808049,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0038199339,5.6764736e-07,14226.758,0.8156056,-214.3705,0.0,0.0,1.0,-6.612769359539026e-13,6.8534935e-12,2.5469365000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,8.150151069833725e-14,6.192216695827215e-12,335.69612232325443,8.544990800005955,4.446046155746148e-13,0.0038199339,5.6764736e-07,14226.758,0.8156056,-214.3705,0.0,0.0,0.0,-6.612769359539026e-13,6.8534935e-12,2.5469365000000004e-16,0.0,0.0,0.0,7.479999999999999e-16,8.150151069833725e-14,6.192216695827215e-12,335.69612232325443,8.544990800005955,0.0
2,2,4,461f63,FIN43D,60.486236572265625,25.02050991716056,151.76111098,2118.36,-0.7103322906621516,34610D,270.5375,-2.25021,8.4989395,155.27583414896563,67705.91798708057,0.3596148637272291,0.85629391512265,63.54496939931628,85.3371352465482,1503.2395153056812,0.0034857209231306,78333.6820030578,0.8925893696186967,0.529541411660969,0.7042940679343792,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.0923529475863,2.7973023279967486,0.4709202038025021,42.66896844367184,16.02968688661756,22.22659742026823,1407826999595376.5,28.1302249024156,808.70027073219,1305.69999934138,0.348572092313,0.0223375985076537,0.428146957561325,42.6685676232741,19.1670988004653,19.100519719237283,14.993735517784762,0.7086755404732613,898597626923554.8,31.44979285804208,1779273720880520.5,0.0013373872263414,1.3743611592309694e-05,3.16,35.8,2023-11-05 22:04:00,0.0034857209231306,0.8925906051421669,0.0,2,783.336820030578,0.0034857209231306,-2.25021,8.4989395,0.8925906051421669,1.5941037,3.5951657e-06,1.0087034749958437,0.0,10590.383165001072,0.5754203859833056,-0.8178577990059297,5.680134383011369,245.1301851045681,0.8701704742722676,inf,0.0,240.2510933344581,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.003404284,2.946515e-07,18728.404,0.8614282,-217.34276,0.0,0.0,1.0000000000000002,-6.502987682100439e-13,6.244055e-12,2.3365023e-16,0.0,0.0,0.0,7.48e-16,7.370048297665624e-14,5.5937563655977576e-12,334.38296732485225,10.590383165001072,3.8435702749812633e-13,0.003404284,2.946515e-07,18728.404,0.8614282,-217.34276,0.0,0.0,0.0,-6.502987682100439e-13,6.244055e-12,2.3365023e-16,0.0,0.0,0.0,7.48e-16,7.370048297665624e-14,5.5937563655977576e-12,334.38296732485225,10.590383165001072,0.0
3,3,5,,,60.54089218520622,24.86228326150616,156.5968887536,2583.378890701468,-0.7096614413144825,34610D,267.18387,-1.8380538,8.795549,170.75659037604163,67642.37301768124,0.3767554836197674,0.893141758975674,67.0211005857247,84.7976744301082,1644.1639045904112,0.0030559170787375,73903.20336720873,0.9818667489303304,0.5585091715477059,0.7584183443871548,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,18.386016913223283,2.701716393888417,0.5211101969721195,42.39792523139671,16.55259623517866,24.837237732363487,1531049887952421.8,28.885708585689,816.458343271424,1332.31663516386,0.305591707874,0.022731658948257,0.446570879487837,42.3988372150541,19.6453272726088,19.585475682974003,14.10008124502125,0.7386481603239236,935020740050488.0,31.391718974114976,1721059662876182.2,0.0015442954791263,1.4568520399128892e-05,3.16,35.8,2023-11-05 22:05:00,0.0030559170787375,0.9818680000762244,0.0,3,739.0320336720873,0.0030559170787375,-1.8380538,8.795549,0.9818680000762244,1.536358,8.108946e-06,0.9635970821024462,0.0,12087.831524169216,0.4509723047668072,-0.8925379433577679,5.5042171434964935,244.75238707305527,0.9264517592518896,inf,0.0,240.95176203591828,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029803296,4.5703308e-07,23215.809,0.9373223,-218.58418,0.0,0.0,1.0,-6.394117432385513e-13,5.6076636e-12,2.4616715000000003e-16,0.0,0.0,0.0,7.48e-16,6.558144347170572e-14,4.968252025304193e-12,333.1250423173126,12.087831524169216,4.111550833315268e-13,0.0029803296,4.5703308e-07,23215.809,0.9373223,-218.58418,0.0,0.0,0.0,-6.394117432385513e-13,5.6076636e-12,2.4616715000000003e-16,0.0,0.0,0.0,7.48e-16,6.558144347170572e-14,4.968252025304193e-12,333.1250423173126,12.087831524169216,0.0
4,4,6,,,60.58972609021037,24.6648793684984,161.4326665272,3092.041859706362,-0.7090617816496663,34610D,264.24942,-0.70222765,9.567388,184.17176254640933,67575.35191709553,0.3903514974954989,0.873164155529214,66.2929329312148,79.636129339477,1644.43423843115,0.0022229017018022,69291.54882889376,0.8645943740091377,0.5524411077601233,0.774601587936607,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.5425083009595,2.5923809735878423,0.5651623474276704,39.81849160888692,16.729186461800754,25.701323082073227,1571834936771646.2,28.2421034723411,817.533192754545,1336.24825103134,0.22229017018,0.0226906399296386,0.436582077764607,39.8180646697385,19.2406242890638,19.197949135259915,13.72571678790443,0.7428945631491485,897852999503946.2,30.9484823690734,1663451858592795.2,0.0016396516651689,1.4023828520614e-05,3.16,35.8,2023-11-05 22:06:00,0.0022229017018022,0.8645951495195031,0.0,4,692.9154882889376,0.0022229017018022,-0.70222765,9.567388,0.8645951495195031,1.398928,5.940843e-06,0.9135002593555716,0.0,12073.289009639417,0.4515150911983963,-0.8922634826216436,5.27205800048555,244.23705749262567,0.7927339733303715,inf,0.0,238.3571477531356,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0021663015,5.106701e-07,28118.596,0.81411165,-219.27058,0.0,0.0,1.0,-6.276297259905053e-13,5.0513677e-12,2.5030165000000004e-16,0.0,0.0,0.0,7.48e-16,5.850689583476618e-14,4.423738013414175e-12,332.0007938424918,12.073289009639415,3.8000397780874313e-13,0.0021663015,5.106701e-07,28118.596,0.81411165,-219.27058,0.0,0.0,0.0,-6.276297259905053e-13,5.0513677e-12,2.5030165000000004e-16,0.0,0.0,0.0,7.48e-16,5.850689583476618e-14,4.423738013414175e-12,332.0007938424918,12.073289009639415,0.0
5,5,7,,,60.63855999521452,24.467475475490644,166.2684443008,3600.7048287112566,-0.7084612183833996,34610D,260.75537,0.8479255,10.29938,193.53844262094688,67509.05898416431,0.400871029464399,0.827389749479376,63.565985415193246,73.744392836532,1643.112601975397,0.0015928092187796,64915.7329138443,0.7927519380412725,0.5297165451266104,0.7594577000637928,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.090766469387546,2.536392640019682,0.5978714585184496,36.872276459646606,16.59345283200186,25.53174906511977,1563830999935728.5,27.0743581515479,813.18489119457,1321.88872150401,0.159280921878,0.0223475581450855,0.413694874739688,36.872196418266,18.5118603139495,18.482421342849243,13.88255122813034,0.7258691733186124,834662220812930.6,30.02221824011491,1613310687125967.2,0.0015891971492737,1.2905822465238548e-05,3.16,35.8,2023-11-05 22:07:00,0.0015928092187796,0.7927517838720823,0.0,5,649.1573291384431,0.0015928092187796,0.8479255,10.29938,0.7927517838720823,1.3132696,4.7253e-06,0.8672796426807654,0.0,12058.744006481982,0.4520592798614447,-0.8919878964936419,5.023118471857289,243.66161664691973,0.7023810719591238,inf,0.0,236.8935561014001,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0015584811,4.2771222e-07,33011.754,0.75462437,-219.62083,0.0,0.0,1.0,-6.159094304653571e-13,4.468154e-12,2.43907e-16,0.0,0.0,0.0,7.48e-16,5.107108879320183e-14,3.8522447538650306e-12,330.876545367671,12.058744006481982,3.039156302589512e-13,0.0015584811,4.2771222e-07,33011.754,0.75462437,-219.62083,0.0,0.0,0.0,-6.159094304653571e-13,4.468154e-12,2.43907e-16,0.0,0.0,0.0,7.48e-16,5.107108879320183e-14,3.8522447538650306e-12,330.876545367671,12.058744006481982,0.0
6,6,8,,,60.68739390021867,24.270071582482885,171.1042220744,4109.367797716151,-0.7078597537600017,34610D,257.31674,2.1128113,10.123793,198.11109201174293,67445.4929987491,0.4075396364796401,0.776212430495012,60.1489221445818,68.7104976532,1643.3401691327697,0.0014052865041056,60766.41582646767,0.8972890971570262,0.501241017871515,0.7331694495036447,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.710310378260544,2.483063783085096,0.6160727203004727,34.355335419925176,16.200866204540535,25.092913041855013,1543117827749092.2,25.7198396813176,806.872208988662,1303.7245944227,0.140528650411,0.0219891633055792,0.388106215247506,34.3552488266,17.6498855301618,17.625117190840232,14.2287401283776,0.7017658677408926,772460587924549.6,28.42498360476694,1573048966055537.0,0.0014806341275273,1.1760131217221936e-05,3.16,35.8,2023-11-05 22:08:00,0.0014052865041056,0.8972890290873388,0.0,6,607.6641582646766,0.0014052865041056,2.1128113,10.123793,0.8972890290873388,1.531414,4.83962e-05,0.8226934306409467,0.0,12044.196548020338,0.4526048749417953,-0.8917111792385032,4.754205408202762,243.01086796936767,0.7685639474110121,inf,0.0,236.93379748603448,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0013729604,6.225473e-07,37937.754,0.86147195,-219.65099,0.0,0.0,1.0,-6.041517525200139e-13,3.946507e-12,2.589255e-16,0.0,0.0,0.0,7.479999999999997e-16,4.445754671617533e-14,3.342355477168645e-12,329.75229689285004,12.044196548020338,2.304794647091752e-13,0.0013729604,6.225473e-07,37937.754,0.86147195,-219.65099,0.0,0.0,0.0,-6.041517525200139e-13,3.946507e-12,2.589255e-16,0.0,0.0,0.0,7.479999999999997e-16,4.445754671617533e-14,3.342355477168645e-12,329.75229689285004,12.044196548020338,0.0
7,7,9,,,60.736227805222825,24.07266768947513,175.939999848,4618.030766721044,-0.7072573900262106,34610D,254.31557,3.2137456,10.089292,198.88231548793817,67385.34407660452,0.4113860069056567,0.759609621839812,58.89140388661965,67.612227440594,1645.2772296324854,0.0010860770964018,56834.51722472721,0.8599756955767819,0.4907616990551637,0.7351361070529047,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.393658739300868,2.4412440336121475,0.6221096031865989,33.80616175426438,16.079855546426288,26.01742467042661,1586755012337281.5,25.0833104124231,806.251468827222,1304.33636510189,0.10860770964,0.0221016977904473,0.379804810919906,33.806113720297,17.1844178904692,17.165774535903754,14.330185818487337,0.6994299968617778,758768330416213.5,26.299942499711577,1540745718929289.0,0.0014576922243597,1.1533363241757709e-05,3.16,35.8,2023-11-05 22:09:00,0.0010860770964018,0.8599757164101272,0.0,7,568.3451722472721,0.0010860770964018,3.2137456,10.089292,0.8599757164101272,1.1868107,5.348882e-05,0.7785413327501846,0.0,12029.6466676958,0.4531518806367609,-0.8914333250868327,4.474409892204415,242.29818749351267,0.7151286596067861,inf,0.0,235.73578214107275,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.001059981,1.1760728e-06,42868.766,0.82324785,-219.55055,0.0,0.0,1.0000000000000002,-5.924217908202217e-13,3.5147252e-12,3.0159312e-16,0.0,0.0,0.0,7.480000000000001e-16,3.90395385418742e-14,2.922303493961016e-12,328.6280484180292,12.0296466676958,1.9414797364457882e-13,0.001059981,1.1760728e-06,42868.766,0.82324785,-219.55055,0.0,0.0,0.0,-5.924217908202217e-13,3.5147252e-12,3.0159312e-16,0.0,0.0,0.0,7.480000000000001e-16,3.90395385418742e-14,2.922303493961016e-12,328.6280484180292,12.0296466676958,0.0
8,8,10,,,60.78506171022698,23.87526379646737,180.7757776216,5126.693735725938,-0.7066541294311464,34610D,251.40059,3.9091601,9.357976,199.56630990128724,67326.4526727179,0.4154459552434657,0.748468764435384,58.12540878890111,67.0474750944988,1647.6253674903091,0.000769613668881,53111.21215722206,0.753835286008632,0.4843784065741759,0.7442289296232332,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.207813700632943,2.418698300128257,0.627857796969965,33.52404076833384,16.015115587260045,27.790859499743053,1577572496394547.5,24.5812620161857,806.736956412188,1306.74728573761,0.0769613668881,0.0222922167762903,0.374234382217692,33.5237375472494,16.7876701529173,16.774760068276553,14.495637343675142,0.7012569067064107,752475804076642.4,24.373879343999835,1487089744328373.8,0.0014296855327665,1.145193322608853e-05,3.16,35.8,2023-11-05 22:10:00,0.000769613668881,0.753835278285249,0.0,8,531.1121215722205,0.000769613668881,3.9091601,9.357976,0.753835278285249,0.6667544,3.8534927e-05,0.7359738263226411,0.0,12015.094399064026,0.4537003011554713,-0.8911543282346973,4.209177735047886,241.58515953199108,0.6090767619731758,inf,0.0,234.20185343001808,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00075098895,1.2228985e-06,47785.24,0.7155461,-219.3961,0.0,0.0,1.0,-5.807648332797687e-13,3.1316425e-12,3.052026e-16,0.0,0.0,0.0,7.48e-16,3.421461168324251e-14,2.550877621657386e-12,327.5029233208018,12.015094399064026,1.6377781678667878e-13,0.00075098895,1.2228985e-06,47785.24,0.7155461,-219.3961,0.0,0.0,0.0,-5.807648332797687e-13,3.1316425e-12,3.052026e-16,0.0,0.0,0.0,7.48e-16,3.421461168324251e-14,2.550877621657386e-12,327.5029233208018,12.015094399064026,0.0
9,9,11,,,60.833895615231135,23.677859903459616,185.6115553952,5635.356704730832,-0.7060499742263275,34610D,248.50877,4.8384275,8.419123,200.58585726283985,67268.32726392901,0.4194769531235069,0.741524743858058,57.75477161920718,66.7290408248286,1645.8933235015495,0.0004627903978534,49587.92701339632,0.5626614751176959,0.4812897634933932,0.7592742538776981,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.962777546369033,2.3870292117838243,0.6347265691511383,33.36500047164813,15.996635870674483,30.1425184254262,1542242207868807.0,24.1789902237953,808.083384678384,1312.21265300446,0.0462790397853,0.0225263395850997,0.370762371929029,33.3645204124143,16.4590598720386,16.451446300659857,14.555819223423066,0.7063419169692353,750350510525432.8,22.775672459708467,1400520228276009.5,0.001424774023629,1.1458578616539875e-05,3.16,35.8,2023-11-05 22:11:00,0.0004627903978534,0.5626614241602742,0.0,9,495.8792701339633,0.0004627903978534,4.8384275,8.419123,0.5626614241602742,0.0983032,2.3299826e-06,0.6951470471378443,0.0,12000.539775799562,0.4542501407185694,-0.8908741828435482,3.956191751648949,240.86695212701625,0.4417976658954699,inf,0.0,232.466469045896,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0004518789,7.8089175e-07,52656.758,0.5517306,-219.47224,0.0,0.0,1.0,-5.692513211187647e-13,2.7869983e-12,2.7113125e-16,0.0,0.0,0.0,7.48e-16,2.9849840774168394e-14,2.2177468868093698e-12,326.377453887418,12.00053977579956,1.4058366615072946e-13,0.0004518789,7.8089175e-07,52656.758,0.5517306,-219.47224,0.0,0.0,0.0,-5.692513211187647e-13,2.7869983e-12,2.7113125e-16,0.0,0.0,0.0,7.48e-16,2.9849840774168394e-14,2.2177468868093698e-12,326.377453887418,12.00053977579956,0.0
