Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
58,59,801733.0,,5.081997842747057,97.96720579929276,242.98471649353644,11684.295309518528,0.7947559706917047,34610D,223.12514,-4.851893,1.1213628,235.32231078333965,67011.8615457686,0.3413195608224086,0.5601104580832734,33.60662748499641,35038.960509404955,-1.885508314544156,2023-05-05 02:59:00,0.0001280073517342,0.203167368588815,1.0656481029470917,0.2800552290416367,0.7474671031152902,0.012115067228336,0.0006982071417928,0.0001485198763117,3.628235539e-05,1450000000000000.0,106.16333622510363,41.57139819894056,0.0403279529819956,0.0008230194486121,0.0006721325496999,0.4071465512983761,0.0234643873215974,0.0049912521573276,0.0012193276018699,4.872960985324479e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.622123012963785,1.2922147568113511,0.7858616073406145,17.519480254702476,12.115067228336008,36.28235538999999,1450000000000000.0,13.1572991734322,810.945124330484,1389.64380829844,0.0128007351734,0.0252198339994356,0.218515418391351,17.5194826370149,8.66442730734239,8.663318338904595,14.92873370982088,0.7172381320256035,1.1497205159065969,281506169807286.5,3.4048411549522357,1.9817545836737769,223965435309869.2
59,60,801733.0,,5.141220325115733,97.85149392458324,242.947240408212,11683.737377412914,0.7962990465741688,34610D,223.19939,-5.1065273,1.31129,234.99113472829305,66978.2549182836,0.3412913429279473,0.557705714106511,33.46234284639066,34934.8068304213,-1.8861444167721928,2023-05-05 03:00:00,0.0001313269490557,0.2031852441154151,1.0833991500484512,0.2788528570532555,0.7448446230824853,0.0120892188945251,0.0006989114181796,0.0001485897618071,3.628235539e-05,1450000000000000.0,105.7075410517481,41.392918100985256,0.0401548114156687,0.0008194859472585,0.0006692468569278,0.4045335873936655,0.0233872134943831,0.0049721615530544,0.0012140926153347,4.8520397127266456e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.630128767225225,1.2933859466028252,0.7846251395632095,17.46740341521065,12.089218894525182,36.28235538999999,1450000000000000.0,13.1201699661786,810.730112670864,1388.07104599283,0.0131326949056,0.0251937285438833,0.217677647473022,17.4674569291226,8.64015213523729,8.63901759941312,14.984579757250824,0.7164139722889452,1.1405108457484527,279684782752235.9,3.3798593620803787,1.9727669261036904,223320713569277.6
60,61,801733.0,,5.200442807484409,97.73578204987376,242.9097643228874,11683.1794453073,0.7978367904609108,34610D,223.27571,-5.3981614,1.4800236,234.63671989143324,66944.79257543721,0.3409086069957375,0.5593070216151614,33.558421296909685,35048.68409612789,-1.8866365128609264,2023-05-05 03:01:00,0.0001360672644844,0.2032031212147799,1.112081705040204,0.2796535108075807,0.7475796676889025,0.01210163527755,0.0006996376733262,0.0001488276022256,3.628235539e-05,1450000000000000.0,106.01105287693768,41.511767144277286,0.0402701055562916,0.0008218388889039,0.0006711684259381,0.4061117750255674,0.0234787357966718,0.0049944193760978,0.0012175785678218,4.865971088051904e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.599654328517724,1.288778017837665,0.7833077518227742,17.524342048063943,12.10163527755,36.28235539,1450000000000000.0,13.1354650803806,811.069539310846,1390.35492183868,0.0136067264484,0.025238256119097,0.218281456953306,17.5243735916808,8.64883278477149,8.647656121858786,14.916812863195776,0.717715026244423,1.1509449474996556,281402902899634.6,3.4053077372028837,1.963221241216884,222634788240289.75
61,62,801733.0,,5.259665289853084,97.62007017516424,242.8722882375629,11682.621513201688,0.7993691918031007,34610D,223.31587,-5.518377,1.6054463,234.4541651478156,66911.2341541403,0.3410801762682885,0.5557888321381281,33.347329928287685,34872.8787930009,-1.886879273411248,2023-05-05 03:02:00,0.0001396698873666,0.2032209998870476,1.13598624355431,0.277894416069064,0.7431615917525269,0.0120657952634926,0.0006999903618768,0.0001487676482458,3.628235539e-05,1450000000000000.0,105.3442152434608,41.25064712129187,0.0400167959139452,0.0008166693043662,0.0006669465985657,0.4023620554988592,0.0233428095441302,0.0049610038487107,0.0012099196757657,4.835362839601714e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.574469385864477,1.2849728127063191,0.7826279886512049,17.43643939650045,12.065795263492618,36.28235539,1450000000000000.0,13.0828353196755,810.543574939605,1388.91560117967,0.0139669887367,0.0251983816990108,0.217169417719526,17.4366004552846,8.61838749462435,8.617183933514939,14.92571568321045,0.7156989557742924,1.1468103818608066,278718211758191.5,3.365621302151766,1.9584266291165249,222294732147863.2
62,63,801733.0,,5.318887772221759,97.50435830045474,242.8348121522384,11682.063581096074,0.8008962401066572,34610D,223.33316,-5.8149133,1.6407613,234.15658206839456,66877.88682421201,0.34111939861096,0.5529558008127073,33.17734804876244,34743.20858986483,-1.8869824111851496,2023-05-05 03:03:00,0.000142256309346,0.2032388801323568,1.1546596227044896,0.2764779004063536,0.7392890514552101,0.0120361047705194,0.0007001062402752,0.0001486733844917,3.628235539e-05,1450000000000000.0,104.80724248604054,41.04037953631914,0.0398128176585149,0.0008125064828268,0.0006635469609752,0.399326037122893,0.0232276684047225,0.0049325886228704,0.0012037523328029,4.810715467070554e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.555321460272776,1.282081170584709,0.7816043745088417,17.371604294932414,12.036104770519428,36.28235538999999,1450000000000000.0,13.0393222147518,810.032718297863,1387.61963819221,0.0142256309346,0.0251647988710207,0.216248503614986,17.3717052534662,8.593293541639,8.59207126529116,14.935903198529394,0.7137407946398109,1.1428163981218482,276484497298227.78,3.3316752835716987,1.9511118820168465,221770669296974.8
63,64,801733.0,,5.3781102545904345,97.38864642574524,242.7973360669139,11681.50564899046,0.8024179249323542,34610D,223.3403,-6.1759114,1.6850123,233.797562465205,66844.70947616325,0.3410578916621327,0.550867732196304,33.05206393177824,34658.91124781991,-1.887052287019468,2023-05-05 03:04:00,0.0001427784834055,0.2032567619508458,1.1579805941054653,0.275433866098152,0.7362435306774817,0.0120137349719206,0.0007001173240607,0.0001485818648472,3.628235539e-05,1450000000000000.0,104.41146996048748,40.88540308360969,0.0396624767181338,0.00080943830037,0.0006610412786355,0.3970787363513609,0.0231403225546015,0.0049109372960344,0.0011992067299457,4.792549270107845e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.539563785522587,1.279715301862146,0.780393502015835,17.329455623909954,12.013734971920636,36.28235538999999,1450000000000000.0,13.0058207180022,809.596566078954,1386.64827730931,0.0142778483406,0.0251401653922642,0.21555255800012,17.3295068684452,8.57403102313906,8.572807010755536,14.94188907598864,0.7120689825226715,1.1399150566852623,274800073739715.53,3.305431379240573,1.9424525351707456,221148069840012.97
64,65,801733.0,,5.43733273695911,97.27293455103572,242.7598599815894,11680.947716884846,0.8039342358959363,34610D,223.34972,-6.588024,1.6657325,233.42253147688623,66811.65741223146,0.3409488514822391,0.5492221703487533,32.9533302209252,34599.83082134843,-1.8871306717351344,2023-05-05 03:05:00,0.0001444440623413,0.203274645342653,1.1702329330991288,0.2746110851743766,0.7338068607057652,0.0119952970247489,0.0007001518572864,0.0001485138462669,3.628235539e-05,1450000000000000.0,104.09957016790268,40.76326948328447,0.0395439962651102,0.000807020331941,0.0006590666044185,0.3952849839546324,0.023072335357954,0.0048940258184146,0.0011956244383596,4.778232882034154e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.506579804553093,1.2747582457393634,0.7791252564577916,17.299915410674213,11.995297024748917,36.28235538999999,1450000000000000.0,12.9773099776659,809.202492238799,1386.53313656293,0.0144444062341,0.0251277818364529,0.21505938695872,17.2999517553329,8.55862998009373,8.557393915353542,14.9110152354934,0.7105753984856436,1.1422902039604999,273572118070080.1,3.285349392940166,1.933413792869616,220497236205003.25
65,66,801733.0,,5.496555219327785,97.15722267632624,242.7223838962649,11680.389784779232,0.8054451626682202,34610D,223.35884,-7.0154243,1.6046398,233.05336471699547,66778.70408201055,0.341008624942466,0.5454667236048969,32.72800341629382,34423.7124747811,-1.887097409788049,2023-05-05 03:06:00,0.0001435733034507,0.2032925303079168,1.1619727085703075,0.2727333618024484,0.728554967052309,0.0119568319462245,0.0007001833803103,0.0001483574016597,3.628235539e-05,1450000000000000.0,103.38776279207217,40.484540225955456,0.0392736040995525,0.0008015021244806,0.0006545600683258,0.3913232367840889,0.0229156040628297,0.0048554415483527,0.0011874490511551,4.745560495362603e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.495079590696253,1.273042271964525,0.7778771131893428,17.211856237390553,11.956831946224575,36.28235539,1450000000000000.0,12.920549343176,808.508592507869,1384.29661495099,0.0143573303451,0.0250770132358478,0.213790038310872,17.212029532592,8.52533897478897,8.524115139419408,14.948954659719412,0.7079504392868661,1.1339164866330227,270439367630457.7,3.238447896924574,1.92456359245843,219859633893600.56
66,67,801733.0,,5.55577770169646,97.04151080161672,242.6849078109404,11679.83185267362,0.8069506949752051,34610D,223.34186,-7.529132,1.59977,232.58173777759825,66745.97607859425,0.3408044847434244,0.5443001766515708,32.65801059909425,34399.1430390854,-1.886995303406888,2023-05-05 03:07:00,0.0001397071664927,0.2033104168467757,1.1331519913643595,0.2721500883257854,0.7263742651046815,0.011943755462967,0.0006999450149318,0.0001482388906568,3.628235539e-05,1450000000000000.0,103.16665548253872,40.39795911107959,0.039189612718913,0.0007997880146716,0.0006531602119818,0.390059292502568,0.0228588117164279,0.0048411872622706,0.0011849095468867,4.735411536868666e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.484518320074336,1.2714923999975971,0.7763325088259184,17.1995715195427,11.94375546296706,36.28235538999999,1450000000000000.0,12.9000773732886,808.128598864922,1383.67754382685,0.0139707166493,0.0250629694148312,0.213381287706215,17.1995889340723,8.5138071301298,8.512617856409646,14.950532200379172,0.7065129581003637,1.1322839404097196,269401520770219.53,3.220929303763797,1.9136141767577015,219067824998945.2
67,68,801733.0,,5.615000184065136,96.92579892690722,242.6474317256159,11679.273920568006,0.8084508225981797,34610D,223.33466,-7.995771,1.5982119,232.15028643930887,66713.31806799516,0.3406141334558821,0.543254492660352,32.59526955962112,34377.65315009449,-1.8869612679339995,2023-05-05 03:08:00,0.0001353427342052,0.2033283049593681,1.0988242020060155,0.271627246330176,0.7245050630300063,0.0119321880056386,0.0006998076458121,0.0001481513802812,3.628235539e-05,1450000000000000.0,102.9684565388431,40.32034844525133,0.0391143234715453,0.0007982514994192,0.0006519053911924,0.3889328844798685,0.0228104188551303,0.0048290341758978,0.001182633154195,4.7263140861450616e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.480277677055748,1.2708939075907293,0.7749048430090514,17.188826575047244,11.932188005638611,36.28235538999999,1450000000000000.0,12.8819265742548,807.821026382543,1382.99408599555,0.0135342734205,0.0250500210156042,0.213003051097846,17.1888406961029,8.5031086786379,8.501958000396028,14.961783929929409,0.7053494395386409,1.129613914355879,268475857051541.47,3.2057412675245347,1.9035670582392783,218341312669459.38
68,69,801733.0,,5.674222666433812,96.81008705219772,242.6099556402914,11678.715988462392,0.8099455353738297,34610D,223.33382,-8.434206,1.5725253,231.7550662307004,66680.72279843554,0.3403854995152915,0.542977259222111,32.57863555332666,34395.60186029092,-1.88698189548878,2023-05-05 03:09:00,0.0001321284576816,0.2033461946458326,1.0729329309873867,0.2714886296110555,0.7237658003855948,0.0119280901182961,0.0006997361453164,0.0001481131066525,3.628235539e-05,1450000000000000.0,102.91590971295892,40.29977217946509,0.0390943626639919,0.0007978441359998,0.0006515727110665,0.3886009008112086,0.0227964488617533,0.0048253229223058,0.001182029633267,4.723902155232366e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.4813007428014,1.2710744902339293,0.773587117008352,17.19780093014546,11.928090118296188,36.28235539,1450000000000000.0,12.8752041296431,807.676689947614,1382.71227576351,0.0132128457682,0.0250480260278312,0.212876766746685,17.1978033059327,8.49874423278525,8.497621455168415,14.97121605807691,0.7048034280103215,1.1278816047034939,268201690025339.22,3.200531160263628,1.8943584918119063,217675600982774.53
69,70,801733.0,,5.733445148802487,96.6943751774882,242.5724795549669,11678.15805635678,0.8114348231943419,34610D,223.33954,-8.832182,1.4821286,231.4259228469313,66648.1441628822,0.3401482997356209,0.5433223293791102,32.59933976274661,34442.392559589265,-1.8869942720291488,2023-05-05 03:10:00,0.0001316778457561,0.2033640859063075,1.0686145798714397,0.2716611646895551,0.7239845359751601,0.0119298306951939,0.0006997326711677,0.0001481192191143,3.628235539e-05,1450000000000000.0,102.98131431051654,40.32538328651756,0.0391192077152959,0.0007983511778631,0.0006519867952549,0.3889046041446711,0.0228108230904917,0.0048285887493016,0.0011827808307513,4.726904265598258e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.480623998753902,1.2709768895142612,0.772478537563413,17.221196279794633,11.92983069519395,36.28235538999999,1450000000000000.0,12.8775681576932,807.66481950891,1382.95061833742,0.0131677845756,0.0250563768652435,0.212973719188262,17.2211975901956,8.49978112692282,8.498662041413397,14.968191096726136,0.704758523226704,1.128327071746961,268489213698417.2,3.2038027131385696,1.88668210263182,217121753702316.4
70,71,801733.0,,5.792667631171161,96.57866330277872,242.5350034696424,11677.600124251165,0.8129186760075124,34610D,223.33673,-9.095078,1.4657845,231.1815139384184,66615.54482311946,0.3400005026866706,0.5432465422103576,32.594792532621454,34459.01701493375,-1.886953661523174,2023-05-05 03:11:00,0.0001314430063415,0.2033819787409314,1.067172218032681,0.2716232711051788,0.723603914184649,0.0119278678373345,0.0006996407315427,0.0001480878418801,3.628235539e-05,1450000000000000.0,102.96694961055115,40.319758362852745,0.0391137510391457,0.0007982398171254,0.0006518958506524,0.3887863775144482,0.0228046444920078,0.0048268924826868,0.0011826158465318,4.726244917230111e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.493533667779117,1.272913634567112,0.771667596569953,17.229508507466875,11.927867837334563,36.28235539,1450000000000000.0,12.8755704273537,807.598401561667,1382.61436209335,0.0131443006342,0.0250583975841099,0.212973719188262,17.2289671427427,8.49909570128754,8.4979787014192,14.992160832583446,0.7045072702087126,1.1249205973414187,268472476076361.47,3.2027099416183007,1.881146727733437,216724722275946.53
71,72,801733.0,,5.851890113539837,96.4629514280692,242.4975273843179,11677.042192145553,0.8143970838168458,34610D,223.32993,-9.314564,1.4255799,230.9865303063288,66582.95003058684,0.3397378007213921,0.5450026010595318,32.70015606357191,34572.85533290179,-1.8869127931802656,2023-05-05 03:12:00,0.000130905887718,0.2033998731498427,1.063797235486563,0.2725013005297659,0.7256520367658035,0.0119441822959944,0.0006995076699418,0.0001481237201563,3.628235539e-05,1450000000000000.0,103.29979300482366,40.45009305063846,0.0392401872762862,0.0008008201484956,0.0006540031212714,0.3905766251307698,0.0228740099747654,0.0048436687658298,0.0011864386836069,4.741522629217927e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.498138556200159,1.2736083270583738,0.7710284575927671,17.286427666450894,11.944182295994407,36.28235538999999,1450000000000000.0,12.8998703248255,807.819192139119,1383.44916566986,0.0130905887718,0.025078322027473,0.213463521565769,17.2864647813297,8.51187417291806,8.510760064316685,14.977774323639018,0.7053425007635787,1.1280406922059587,269740804208832.3,3.2208206629795946,1.8768429116534504,216417946840941.12
72,73,801733.0,,5.911112595908513,96.34723955335971,242.4600512989934,11676.48426003994,0.815870036681665,34610D,223.32706,-9.456733,1.2486675,230.9239224884899,66550.24987452327,0.3396566621905882,0.545551270302091,32.73307621812546,34608.77609168549,-1.8868877822850945,2023-05-05 03:13:00,0.0001304050205585,0.20341776913318,1.0601940684954554,0.2727756351510455,0.7262375121986362,0.0119493858701634,0.0006994152241045,0.0001481224209504,3.628235539e-05,1450000000000000.0,103.40378777305833,40.4908152818212,0.0392796914617505,0.0008016263563622,0.0006546615243625,0.3911401584478501,0.0228940118387315,0.0048485024945834,0.0011876331043539,4.746296051628192e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.535741499614264,1.2792481213964,0.7708244208007818,17.304388045842746,11.949385870163406,36.28235539,1450000000000000.0,12.910165443657,807.944489651294,1382.63398655422,0.0130405020559,0.0250761633434005,0.213545594153184,17.3043843102444,8.51587985086981,8.514769482180435,15.03691312800995,0.7058164897889484,1.1207951067642994,270000861317188.84,3.2256157833154875,1.8756227320370256,216337630031465.8
73,74,801733.0,,5.970335078277188,96.2315276786502,242.4225752136689,11675.926327934323,0.8173375247172089,34610D,223.32402,-9.57577,1.0045358,230.9134144351966,66517.51679830514,0.3392714756957444,0.5501244538533797,33.00746723120278,34860.89985766674,-1.886852715419468,2023-05-05 03:14:00,0.0001298485094782,0.203435666691082,1.0561588921107132,0.2750622269266898,0.7322162958502482,0.0119941273935913,0.0006993210494883,0.0001482883783511,3.628235539e-05,1450000000000000.0,104.27058898336958,40.83023696499784,0.0396089606774433,0.0008083461362743,0.000660149344624,0.3958957669108393,0.0230828166250783,0.0048946237891949,0.0011975886566062,4.786082748524403e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.550344866998996,1.2814414805133445,0.7707946056813568,17.430449928833372,11.994127393591386,36.28235539,1450000000000000.0,12.975582253671,808.681062030074,1385.26786226151,0.0129848509478,0.0251405170887933,0.215046488615617,17.4306348967595,8.55378144594634,8.552670894378647,14.995924056004666,0.7086028757105177,1.1298054557432455,273758177664757.06,3.2805310321853116,1.8756347089120224,216347837494599.75
74,75,801733.0,,6.029557560645863,96.1158158039407,242.3850991283444,11675.368395828713,0.8187995380947414,34610D,223.31876,-9.470539,0.66482884,231.1458752694476,66484.50933107393,0.3392977330082557,0.5516815417300778,33.100892503804666,34927.11559980383,-1.8867995994659088,2023-05-05 03:15:00,0.0001287093778241,0.2034535658236868,1.047664988048482,0.2758407708650389,0.7343363367363466,0.0120108796644921,0.0006992040299761,0.0001483291647544,3.628235539e-05,1450000000000000.0,104.56571941951891,40.94580402720637,0.0397210710045655,0.0008106341021339,0.000662017850076,0.3975708366504884,0.0231442774344683,0.0049098277377165,0.0012009783455492,4.799629413051677e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.607413578472247,1.2900041819244763,0.7715796045655168,17.463557799901913,12.01087966449216,36.28235539,1450000000000000.0,13.0037775502225,809.058821114938,1384.54992728085,0.0128709377824,0.0251452437348141,0.215434587404232,17.4635494201426,8.56760784171513,8.566505252153998,15.071569251194546,0.7100319037682266,1.1214984818613996,274771868221223.8,3.297810625955697,1.881416485526348,216781874477111.6
75,76,801733.0,,6.0887800430145385,96.0001039292312,242.3476230430199,11674.8104637231,0.8202560670416487,34610D,223.31143,-9.2895355,0.34602007,231.43530815307804,66451.40843857013,0.338893313760585,0.5585102883671008,33.51061730202605,35273.13170321565,-1.88678129253354,2023-05-05 03:16:00,0.0001274456765884,0.2034714665311331,1.0384073753056748,0.2792551441835504,0.7434925183261724,0.0120789788079677,0.0006990654762886,0.0001485812044159,3.628235539e-05,1450000000000000.0,105.86004005710028,41.45263360260623,0.0402127407624312,0.0008206681788251,0.0006702123460405,0.4047740362330916,0.0234261156449663,0.0049790478794553,0.0012158441262903,4.859039508793777e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.62851693639357,1.2931778732801218,0.7725584206405953,17.636565851607827,12.078978807967797,36.28235539,1450000000000000.0,13.1025288947566,810.198476362087,1388.43718598622,0.0127445676588,0.0252369552389864,0.217672337255064,17.6369035512912,8.62514258133647,8.62404348427969,15.007774168766336,0.7143761607534502,1.1355615205827592,280314339154915.3,3.380123423999932,1.8885957356889385,217318270199931.9
76,77,801733.0,,6.148002525383214,95.8843920545217,242.31014695769537,11674.252531617483,0.821707101841542,34610D,223.31444,-8.822986,-0.08376949,232.028778938136,66417.89782126811,0.3391047426318317,0.560650604731021,33.63903628386126,35339.77354799668,-1.88680295145106,2023-05-05 03:17:00,0.0001255940379902,0.2034893688135599,1.0230320058608848,0.2803253023655105,0.7467706766552675,0.0121034201551555,0.0006990338102625,0.0001486745164432,3.628235539e-05,1450000000000000.0,106.26571562071771,41.611487883136384,0.0403668435406335,0.0008238131334823,0.0006727807256772,0.4071473897580968,0.0235148237070661,0.0050012674531212,0.0012205034694281,4.877660261159882e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.68237574691321,1.3012659074075783,0.7745342887007516,17.66988677399834,12.103420155155597,36.28235538999999,1450000000000000.0,13.1413290736261,810.762939528392,1388.2840173505,0.012559403799,0.0252495678131191,0.218298274387811,17.6698644324079,8.64562419458082,8.644538492085037,15.065600217938732,0.7165398006942674,1.1304418110392729,281853332107678.8,3.406519876988904,1.902942514524155,218379858119983.2
77,78,801733.0,,6.207225007751889,95.7686801798122,242.27267087237087,11673.694599511871,0.8231526328343595,34610D,223.31654,-8.338831,-0.5336783,232.64721206979308,66384.25878498425,0.3389468039046685,0.5669400546179885,34.016403277079306,35624.62405239638,-1.8870852911146168,2023-05-05 03:18:00,0.0001249434010265,0.2035072726711052,1.0175563065080002,0.2834700273089942,0.755591594814507,0.0121675288227363,0.0006989929173293,0.0001489331637835,3.628235539e-05,1450000000000000.0,107.45781795229352,42.07829085374711,0.0408196839324951,0.0008330547741325,0.0006803280655415,0.4138955673196872,0.0237772249636984,0.0050661705605924,0.0012341952327885,4.932378475176499e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.71513198277494,1.3061808991859174,0.7765950385688409,17.81231202619819,12.167528822736395,36.28235539,1450000000000000.0,13.2356839899455,811.936588052536,1391.50062893298,0.0124943401027,0.0253281628985213,0.220354856219091,17.8121776276366,8.69999364351671,8.698906772519338,15.027954711654914,0.7210430226357123,1.1411351519445068,286941606481886.25,3.4844780820165657,1.9180136199624649,219493138426563.75
78,79,801733.0,,6.266447490120564,95.65296830510268,242.2351947870464,11673.136667406256,0.8245926504164656,34610D,223.38127,-7.590135,-0.94561285,233.4804180783257,66350.24238170717,0.3391584499974764,0.5706323910409142,34.23794346245485,35750.98877537156,-1.8876871000178344,2023-05-05 03:19:00,0.0001212882566058,0.2035251781039078,0.9800250301191687,0.2853161955204571,0.7619158097916442,0.0122084362288269,0.0006995988214988,0.0001492524795905,3.628235539e-05,1450000000000000.0,108.15766339789486,42.352336063056654,0.0410855321549458,0.0008384802480601,0.000684758869249,0.4179917493675633,0.0239528248968767,0.0051100979578524,0.0012422332325275,4.964501802055954e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.710694515262324,1.3055476723377666,0.7792634634298569,17.87549438768578,12.20843622882697,36.28235538999999,1450000000000000.0,13.2925303373147,812.894170102756,1394.41691119401,0.0121288256606,0.0253841411090017,0.221687593888703,17.8754394154067,8.73331080759271,8.73225168800923,14.962999677568012,0.7247451964987628,1.154139229451964,290315957553565.0,3.538995839685924,1.9376409810807744,220937961070798.62
79,80,801733.0,,6.32566997248924,95.5372564303932,242.19771870172187,11672.578735300644,0.8260271450407481,34610D,223.459,-6.7438846,-1.27225,234.3588811303601,66316.00443824471,0.3398420545790091,0.5696137201975462,34.17682321185277,35625.05999703272,-1.888346150393068,2023-05-05 03:20:00,0.0001181784562209,0.2035430851121063,0.9458789024682428,0.2848068600987731,0.7621599952816125,0.0122044436670087,0.0007003396581702,0.0001494178551553,3.628235539e-05,1450000000000000.0,107.9645845262429,42.27673031306188,0.0410121878542233,0.0008369834255963,0.000683536464237,0.4171091136063741,0.0239353846855337,0.0051066276203394,0.0012400156458736,4.955639365718652e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.723412681542541,1.307480982787698,0.7820592850752908,17.812529998516357,12.204443667008748,36.28235538999999,1450000000000000.0,13.2862410062188,813.187931405845,1393.80401361864,0.0118178456221,0.025369098005071,0.221430132738293,17.8125752648498,8.72834078271257,8.727309402760389,14.993307815189924,0.7258809272886433,1.150732214227224,289733681311751.94,3.536016776598212,1.958412674980038,222463811073984.25
80,81,801733.0,,6.384892454857916,95.42154455568368,242.1602426163973,11672.020803195031,0.8274561072167246,34610D,223.53728,-6.0171337,-1.4023292,235.0388939996674,66281.82761503286,0.3401656282257158,0.5709578664600926,34.257471987605555,35639.71420314071,-1.8890637314549903,2023-05-05 03:21:00,0.0001166946043149,0.2035609936958393,0.9251274086526804,0.2854789332300463,0.7654197296321992,0.0122215414283536,0.00070108673128,0.0001496749476351,3.628235539e-05,1450000000000000.0,108.21935400884594,42.37649284866808,0.0411089663851266,0.0008389584976556,0.0006851494397521,0.4186791131271855,0.0240174590577097,0.0051274853258567,0.0012429417734172,4.9673334382028056e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.711269415806376,1.305673854233398,0.7841912190979254,17.819857101570356,12.221541428353635,36.28235538999999,1450000000000000.0,13.3087345120159,813.769020762822,1395.46315100841,0.0116694604315,0.025396142716998,0.221998715756451,17.8200464954062,8.74143440719696,8.740414447991403,14.950021205679102,0.7281275168409463,1.1588835368273673,291233750399739.5,3.5624771721680117,1.97445909458817,223642860186447.9
81,82,801733.0,,6.444114937226591,95.30583268097418,242.12276653107284,11671.462871089418,0.8288795275106305,34610D,223.62886,-5.327102,-1.4807444,235.6621440983429,66247.57014304526,0.3407276547253494,0.5692194445712442,34.15316667427465,35495.78168723283,-1.8896753384617404,2023-05-05 03:22:00,0.0001158304699522,0.2035789038552455,0.9080687519028896,0.2846097222856221,0.764671184283477,0.0122087002624424,0.0007019720194129,0.000149841514501,3.628235539e-05,1450000000000000.0,107.8898535240336,42.24746717607775,0.0409838000091295,0.0008364040818189,0.0006830633334854,0.4169657749394578,0.0239745673796861,0.0051175622194797,0.0012391573309699,4.952209167769824e+16,cruise,15,GTF2035_wi,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,8.700264962458272,1.30403198858943,0.7861096069220952,17.747890843616418,12.208700262442456,36.28235538999999,1450000000000000.0,13.2887509498639,813.913231927795,1395.14021309541,0.0115830469952,0.0253801774118422,0.221549317288177,17.7478943878141,8.72922650197095,8.728215508666738,14.952002280395028,0.728685061550144,1.1585120682989658,290202166928715.5,3.5518671296125466,1.9890356011872392,224713405767157.5
