,Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.991632525057998,34610D,276.68442,1.2870411,1.6305294,156.08431131753758,75428.20154739513,0.30925957598536424,1.365198161606814,65.86806246967207,116.3967990309194,2745.643374527332,0.0030455741029823,62250.43576468452,0.3742216237865331,0.5489005205806006,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4680843304567515,58.19880829747234,18.266508085658952,36.1666293641167,1451738616871580.0,25.9356273444681,852.133746515115,1626.75552980862,0.304557410298,0.0236090261843525,0.682599080803407,58.1983995154597,28.9126317821535,28.824843585008484,0.3045574102982299,1.0258928884547331,1057484341199592.8,0.02334803391981453,2.647357350727256e-05,3.16,35.8,2023-05-05 03:01:00,0.0030455741029823593,0.3742221514134993,0.0,0,622.5043576468452,0.0030455741029823593,1.2870411,1.6305294,0.3742221514134993,0.0007176601,0.0,0.7837907609357656,0.0,9537.146941901803,-0.4305476864931945,-0.9025678310550171,4.183255781696695,241.51335421750446,0.38717994213158635,inf,0.0,232.76068799771866,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0029779384,-2.5883887e-07,40777.547,0.3695194,-275.86078,0.0,0.0,0.9999999999999999,-7.573628636149345e-13,5.8461617e-12,2.3088964e-16,0.0,0.0,0.0,7.479999999999999e-16,6.713327155028675e-14,5.088798607591513e-12,1048.7048007842525,9.732233596604946e-12,1.9361349543760763e-13,0.0,0.0029779384,-2.5883887e-07,40777.547,0.3695194,-275.86078,0.0,0.0,0.0,-7.573628636149345e-13,5.8461617e-12,2.3088964e-16,0.0,0.0,0.0,7.479999999999999e-16,6.713327155028675e-14,5.088798607591513e-12,1048.7048007842525,9.732233596604946e-12,1.9361349543760763e-13,0.0
1,1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.991558332655109,34610D,272.5847,4.116404,-0.6299458,166.59660059430297,75362.33348492546,0.30830760202110935,1.51854026892516,62.3910190278546,120.9277158894864,3121.1347313635365,0.0012256077464366,56095.647368712234,0.1895011410351502,0.519925158565455,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5033529501890645,60.46324659402857,18.37857149527404,36.28235538999999,1450000000000000.0,27.0811514724665,891.972309848283,1730.70647091709,0.122560774644,0.0260291277684401,0.75927013446258,60.4638579447432,29.170018343188,29.13431110580963,0.1225607746436599,1.1663919076777414,954056327473118.6,0.028901387507411457,2.388430668087876e-05,3.16,35.8,2023-05-05 03:02:00,0.0012256077464366329,0.18950106421626642,0.0,1,560.9564736871223,0.0012256077464366329,4.116404,-0.6299458,0.18950106421626642,0.0022755389,0.0,0.7169190780416892,0.0,9596.215333846398,-0.42451417959346743,-0.9054212894139861,3.7585692080415085,240.27704608060793,0.1884479501502159,inf,0.0,230.69288361585077,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0012039682,-1.3732196e-07,48990.0,0.17893147,-275.56442,0.0,0.0,0.9999999999999999,-7.171173247565406e-13,5.0217807e-12,2.2152273e-16,0.0,0.0,0.0,7.479999999999999e-16,5.693014431702895e-14,4.304663198819231e-12,1048.1477109539017,1.1335363041531614e-11,2.1536059577118129e-13,0.0,0.0012039682,-1.3732196e-07,48990.0,0.17893147,-275.56442,0.0,0.0,0.0,-7.171173247565406e-13,5.0217807e-12,2.2152273e-16,0.0,0.0,0.0,7.479999999999999e-16,5.693014431702895e-14,4.304663198819231e-12,1048.1477109539017,1.1335363041531614e-11,2.1536059577118129e-13,0.0
2,2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9914771056486316,34610D,266.0886,5.788586,-0.060783494,177.25524082459253,75299.9424658976,0.33533210164706895,1.1044153256371,60.11813139931513,89.9062553825744,1811.1609097761336,0.0007156476256347,49718.84686406126,0.170057704476653,0.5009844283276261,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5420547379224293,44.95251053821446,18.15832054808532,36.28235539,1450000000000000.0,21.5968912107881,830.240051344575,1578.4940219759,0.0715647625635,0.0225315689503214,0.55220766281855,44.9531276912872,24.5081762409037,24.49064956569176,0.07156476256347,0.9352262443306484,999599444645849.6,0.02116780882767306,2.1104761712002677e-05,3.16,35.8,2023-05-05 03:03:00,0.0007156476256347029,0.17005770918978427,0.0,2,497.18846864061265,0.0007156476256347029,5.788586,-0.060783494,0.17005770918978427,0.0042064292,0.0,0.6509344065198615,0.0,9853.913159025033,-0.4250902117609422,-0.9051509884350993,3.4652283719535104,239.34868410073423,0.15875300211944665,inf,0.0,229.72613056691443,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0007031461,-1.6603737e-07,58303.004,0.16059852,-275.39847,0.0,0.0,1.0,-6.715305764605401e-13,4.056423e-12,2.237362e-16,0.0,0.0,0.0,7.480000000000001e-16,4.497533873909873e-14,3.3848925015767476e-12,1047.5955573625533,4.747931672347129e-12,1.566290650141141e-13,0.0,0.0007031461,-1.6603737e-07,58303.004,0.16059852,-275.39847,0.0,0.0,0.0,-6.715305764605401e-13,4.056423e-12,2.237362e-16,0.0,0.0,0.0,7.480000000000001e-16,4.497533873909873e-14,3.3848925015767476e-12,1047.5955573625533,4.747931672347129e-12,1.566290650141141e-13,0.0
3,3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9913857135001432,34610D,262.6117,8.308897,1.2169873,188.50860623184127,75239.82433449829,0.347014985969628,1.040393904208852,58.34472000135366,82.413106659672,1693.0511832296263,0.0005059182032087,46295.246647158914,0.1520008712673103,0.4862060000112805,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5802716751373848,41.20684437252857,17.965081884833335,36.28235539,1450000000000000.0,20.5426383801202,824.223219506125,1563.56395891836,0.0505918203209,0.0221935893148313,0.520196952104426,41.206553329836,23.439063628919,23.427211376233345,0.05059182032087,0.9095034401008176,980993038696860.0,0.02050538337510035,1.927405426176248e-05,3.16,35.8,2023-05-05 03:04:00,0.0005059182032087925,0.15200092089339323,0.0,3,462.95246647158916,0.0005059182032087925,8.308897,1.2169873,0.15200092089339323,0.006316017,0.0,0.6141363166739664,0.0,10648.381250946317,-0.028444387257436043,-0.9995953765567092,3.283750732371776,238.73888482031623,0.13714911690746476,inf,0.0,229.0852230786234,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00049769477,-2.4487676e-07,63766.24,0.14139715,-275.1946,0.0,0.0,1.0,-6.447708041294898e-13,3.6031833e-12,2.298134e-16,0.0,0.0,0.0,7.480000000000001e-16,3.943717553071711e-14,2.9584124703217103e-12,1047.0261093052704,3.786828763349836e-12,1.4754949581002278e-13,0.0,0.00049769477,-2.4487676e-07,63766.24,0.14139715,-275.1946,0.0,0.0,0.0,-6.447708041294898e-13,3.6031833e-12,2.298134e-16,0.0,0.0,0.0,7.480000000000001e-16,3.943717553071711e-14,2.9584124703217103e-12,1047.0261093052704,3.786828763349836e-12,1.4754949581002278e-13,0.0
4,4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9913684952905712,34610D,259.41656,10.92891,1.1854581,197.25143261079347,75181.47961449694,0.3472255633883486,1.148421500671112,56.71518387514035,86.9909910620706,1866.764555925953,0.0003543185259297,43271.52378881695,0.13276337822138,0.4726265322928362,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6109118121445682,43.49568289380747,17.76199295250246,36.28235538999999,1450000000000000.0,21.6180843941296,852.0717231285,1636.80577790388,0.035431852593,0.0238871844820709,0.574210750335556,43.4954955310353,24.0384441609912,24.029929911646715,0.03543185259297,1.0256608561460077,852130348406162.5,0.02326127609258647,2.133264251527152e-05,3.16,35.8,2023-05-05 03:05:00,0.00035431852592977234,0.13276356123654667,0.0,4,432.7152378881695,0.00035431852592977234,10.92891,1.1854581,0.13276356123654667,0.0073851524,0.0,0.581094736558515,0.0,11699.443548113244,0.3434220995131197,-0.939181165465961,3.0698649960804456,237.9806721919784,0.11609156803183433,inf,0.0,228.31406092261182,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00034858845,-2.807579e-07,68855.91,0.122732654,-274.68433,0.0,0.0,0.9999999999999998,-6.199206996432028e-13,3.2290483e-12,2.3257926e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4899237167975056e-14,2.60912753165072e-12,1046.9854205923448,4.181974772950407e-12,1.628700559623777e-13,0.0,0.00034858845,-2.807579e-07,68855.91,0.122732654,-274.68433,0.0,0.0,0.0,-6.199206996432028e-13,3.2290483e-12,2.3257926e-16,0.0,0.0,0.0,7.480000000000002e-16,3.4899237167975056e-14,2.60912753165072e-12,1046.9854205923448,4.181974772950407e-12,1.628700559623777e-13,0.0
5,5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9914345672426944,34610D,256.04926,13.831261,0.3243748,208.0274057297441,75124.7644306218,0.3586285380885929,1.075006783175872,54.75106055236938,79.7474740884876,1721.4400995348717,0.0002195995911429,40127.886851424635,0.104224323288909,0.4562588379364115,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6485089866024777,39.87317208133677,17.50895536223911,36.28235539,1450000000000000.0,20.4516087705934,844.48822144733,1618.95192374707,0.0219599591143,0.0234888404490949,0.537503391587936,39.8737370442438,22.8833514686608,22.878327397318312,0.02195995911429,0.995875510557556,832000933124566.6,0.02221412530222287,2.0612308060544774e-05,3.16,35.8,2023-05-05 03:06:00,0.00021959959114297442,0.10422426014940787,0.0,5,401.2788685142464,0.00021959959114297442,13.831261,0.3243748,0.10422426014940787,0.0078052366,0.0,0.5459655174089516,0.0,12108.452584480177,0.3185508831008655,-0.947905762655581,2.897119648305989,237.33338090914407,0.08816430924937961,inf,0.0,227.61951477890898,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0002154126,-2.9647353e-07,74356.28,0.100720204,-274.27533,0.0,0.0,1.0,-5.931278201188094e-13,2.8631982e-12,2.3379068e-16,0.0,0.0,0.0,7.480000000000001e-16,3.0492704457599705e-14,2.2700702912104265e-12,1047.5327378447644,3.252602393717542e-12,1.5245832199542875e-13,0.0,0.0002154126,-2.9647353e-07,74356.28,0.100720204,-274.27533,0.0,0.0,0.0,-5.931278201188094e-13,2.8631982e-12,2.3379068e-16,0.0,0.0,0.0,7.480000000000001e-16,3.0492704457599705e-14,2.2700702912104265e-12,1047.5327378447644,3.252602393717542e-12,1.5245832199542875e-13,0.0
6,6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9914923927383702,34610D,252.39969,14.806696,0.6043733,216.27952878437912,75070.01337006943,0.3547394936273697,1.168542497492424,53.44845054428825,82.4745732935312,2007.026533846136,0.0003385732911534,37395.86563801814,0.2119472911896731,0.4454037545357354,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6790914167816319,41.23729865762021,17.256320938822657,36.28235538999999,1450000000000000.0,21.1219601966658,871.599228917709,1696.22590892224,0.0338573291153,0.0253838963786651,0.584271248746212,41.2372866467656,23.0173981184892,23.009607679888877,0.03385732911534,1.0967656533784966,786990486169079.1,0.024972536826053042,1.9701899757198326e-05,3.16,35.8,2023-05-05 03:07:00,0.0003385732911534014,0.21194719766378628,0.0,6,373.9586563801814,0.0003385732911534014,14.806696,0.6043733,0.21194719766378628,0.008375329,0.0,0.5161515339246693,0.0,12362.382706523455,0.31537134201562644,-0.948968343326195,2.683878406596531,236.48551337808289,0.17294599934951535,inf,0.0,227.1807208615747,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00050236884,-2.0296058e-07,79620.96,0.4007777,-273.8894,0.0,0.0,1.0,-5.674631301126973e-13,2.5577873e-12,2.2658237e-16,0.0,0.0,0.0,7.48e-16,2.6848795746827913e-14,1.990324105338117e-12,1048.0583532749956,3.484835056064433e-12,1.6572363182837356e-13,0.0,0.00050236884,-2.0296058e-07,79620.96,0.4007777,-273.8894,0.0,0.0,0.0,-5.674631301126973e-13,2.5577873e-12,2.2658237e-16,0.0,0.0,0.0,7.48e-16,2.6848795746827913e-14,1.990324105338117e-12,1048.0583532749956,3.484835056064433e-12,1.6572363182837356e-13,0.0
7,7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9915461015533488,34610D,247.22359,16.762941,1.675098,223.54970111176632,75016.56491952515,0.36676304752675204,1.051951528036536,52.74277019234438,74.2657629089806,1764.264797225358,0.0007105634581769,34394.55476608665,0.6815083884347032,0.4395230849362032,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7092287857619695,37.13199628920178,16.990126612781168,36.28235539,1449999999999999.8,19.5324377646159,851.626036690356,1648.91321341346,0.0710563458177,0.0243257873171866,0.525975764018268,37.1328814544903,21.6221476065713,21.60679460787461,0.0710563458176899,1.0239935229213313,781153919658934.0,0.02237467847915268,1.9555784333530556e-05,3.16,35.8,2023-05-05 03:08:00,0.000710563458176963,0.6815085285213061,0.0,7,343.9455476608665,0.000710563458176963,16.762941,1.675098,0.6815085285213061,0.009699983,0.0,0.4846656402690696,0.0,12525.288811002994,0.3164648412131288,-0.9486042400685067,2.5161530628032467,235.77567120067906,0.5283532101547616,inf,0.0,228.27470303382046,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0007024347,-1.1780104e-07,85568.375,0.6385408,-273.8309,0.0,0.0,1.0,-5.38442559689032e-13,2.2440257e-12,2.20018e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3140600022116428e-14,1.7055832328179487e-12,1048.5895160976297,2.408666654894908e-12,1.4918860726736397e-13,0.0,0.0007024347,-1.1780104e-07,85568.375,0.6385408,-273.8309,0.0,0.0,0.0,-5.38442559689032e-13,2.2440257e-12,2.20018e-16,0.0,0.0,0.0,7.480000000000001e-16,2.3140600022116428e-14,1.7055832328179487e-12,1048.5895160976297,2.408666654894908e-12,1.4918860726736397e-13,0.0
8,8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9915962198476944,34610D,243.50285,18.056505,2.8471181,228.354197521335,74963.8221493328,0.3704210975076081,1.006258714384724,51.531930155937445,70.2389172772526,1550.3662636236056,0.000244725937786,31913.2970959831,0.318548077804676,0.4294327512994787,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7299854108850282,35.11927098810273,16.91698659297748,36.28235539,1450000000000000.0,18.6647690286888,848.718119279276,1647.01742848804,0.0244725937786,0.0243313700145155,0.503129357192362,35.1194586386263,20.6782173339276,20.673158075930463,0.0244725937786,1.013047617874663,759295616609656.0,0.022005671792104102,1.90085730227107e-05,3.16,35.8,2023-05-05 03:09:00,0.0002447259377860358,0.3185481227431558,0.0,8,319.1329709598311,0.0002447259377860358,18.056505,2.8471181,0.3185481227431558,0.0121518215,0.0,0.45657284237290324,0.0,12767.491119874136,0.31756288982673087,-0.9482372124130625,2.347257269655778,235.01725554175027,0.2380289309303077,inf,0.0,226.11026966641353,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00039441916,-1.0215997e-07,90935.625,0.43836284,-273.938,0.0,0.0,0.9999999999999999,-5.122362691664275e-13,2.0614099e-12,2.1881233e-16,0.0,0.0,0.0,7.48e-16,2.1106070046562968e-14,1.5491736707511753e-12,1049.128693942378,2.058238243326564e-12,1.4270841588101305e-13,0.0,0.00039441916,-1.0215997e-07,90935.625,0.43836284,-273.938,0.0,0.0,0.0,-5.122362691664275e-13,2.0614099e-12,2.1881233e-16,0.0,0.0,0.0,7.48e-16,2.1106070046562968e-14,1.5491736707511753e-12,1049.128693942378,2.058238243326564e-12,1.4270841588101305e-13,0.0
9,9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9916435979252056,34610D,239.6405,19.08693,2.9577677,233.24262138756205,74912.29021917685,0.37776919786181123,0.932771362434816,50.89297563635246,65.0092675768752,1334.59634186741,0.0001588067219988,29850.23293677357,0.2905336263321216,0.4241081303029371,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7515969781142545,32.504206620661584,16.814620292869773,36.28235539,1450000000000000.0,17.5915843195961,835.662845754991,1617.47518617529,0.0158806721999,0.023687914358031,0.466385681217408,32.5046337884376,19.6887608663313,19.68563465522124,0.01588067219988,0.9581407237523796,785853480096403.6,0.020595418547967124,1.7651439752079302e-05,3.16,35.8,2023-05-05 03:10:00,0.00015880672199881498,0.2905338698214907,0.0,9,298.5023293677357,0.00015880672199881498,19.08693,2.9577677,0.2905338698214907,0.017013788,0.0,0.4339402713705366,0.0,12949.242679689742,0.3186547838849259,-0.9478708396755601,2.2212795702557706,234.4194590809397,0.20894952927511876,inf,0.0,225.44196653903197,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.00015512883,-8.347492e-08,95443.56,0.28956547,-274.07324,0.0,0.0,1.0,-4.902124060594033e-13,1.9166988e-12,2.1737408e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9509695870893095e-14,1.426486291642725e-12,1049.6784385424223,1.644237993487606e-12,1.3228638083759558e-13,0.0,0.00015512883,-8.347492e-08,95443.56,0.28956547,-274.07324,0.0,0.0,0.0,-4.902124060594033e-13,1.9166988e-12,2.1737408e-16,0.0,0.0,0.0,7.480000000000001e-16,1.9509695870893095e-14,1.426486291642725e-12,1049.6784385424223,1.644237993487606e-12,1.3228638083759558e-13,0.0
